rank	address	api_names	qualified_name	module	match_status	owner_relevance	prototype_complete	calling_convention	return_type	parameter_types	score	verification_stage	engine_implementation_verified	hook_approved	bridge_kind	arity_compatible	evidence
1	0x00892270	Quest.IsInCutscene	CGameScriptInterface::IsInCutscene	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
2	0x00899BA0	Quest.IsPlayerCreatureBlocking	CGameScriptInterface::IsPlayerCreatureBlocking	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
3	0x00899DB0	Quest.IsPlayerCreatureFlourishEnabled	CGameScriptInterface::IsPlayerCreatureFlourishEnabled	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
4	0x00897480	Quest.IsPlayerWieldingWeapon	CGameScriptInterface::IsPlayerWieldingWeapon	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
5	0x00890170	Quest.IsRadialBlurFadeActive	CGameScriptInterface::IsRadialBlurFadeActive	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
6	0x00892B30	Quest.IsSafeToDisplayGameInfo	CGameScriptInterface::IsSafeToDisplayGameInfo	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
7	0x0088F950	Quest.IsSavingEnabled	CGameScriptInterface::IsSavingEnabled	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
8	0x0088E4D0	Quest.IsScreenFadingOut	CGameScriptInterface::IsScreenFadingOut	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
9	0x0088F420	Quest.IsTeleportingActive	CGameScriptInterface::IsTeleportingActive	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
10	0x00897030	Quest.IsToFailQuestOnDeath	CGameScriptInterface::IsToFailQuestOnDeath	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
11	0x0088F3E0	Quest.IsTutorialSystemEnabled	CGameScriptInterface::IsTutorialSystemEnabled	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
12	0x00892030	Quest.MiniMapRemoveAllMarkers	CGameScriptInterface::MiniMapRemoveAllMarkers	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
13	0x0088E400	Quest.MiniMapSetAsEnabled	CGameScriptInterface::MiniMapSetAsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
14	0x00894370	Quest.MsgIsGameInfoClickedPast	CGameScriptInterface::MsgIsGameInfoClickedPast	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
15	0x008943C0	Quest.MsgIsTutorialClickedPast	CGameScriptInterface::MsgIsTutorialClickedPast	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
16	0x008942C0	Quest.MsgOnChestOpeningCancelled	CGameScriptInterface::MsgOnChestOpeningCancelled	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
17	0x00893E70	Quest.MsgOnGameSavedManually	CGameScriptInterface::MsgOnGameSavedManually	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
18	0x00890150	Quest.RadialBlurFadeOut	CGameScriptInterface::RadialBlurFadeOut	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float,void *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
19	0x00891510	Quest.RemoveAllAvailableQuestCardsFromGuild	CGameScriptInterface::RemoveAllAvailableQuestCardsFromGuild	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
20	0x0089AF30	Quest.RemoveAllCutSceneSkippedMessages	CGameScriptInterface::RemoveAllCutSceneSkippedMessages	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
21	0x00898600	Quest.RemoveAllHeroWeapons	CGameScriptInterface::RemoveAllHeroWeapons	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
22	0x00891C30	Quest.RemoveAllQuestInfoElements	CGameScriptInterface::RemoveAllQuestInfoElements	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
23	0x0089B390	Quest.RemoveHeroClothing	CGameScriptInterface::RemoveHeroClothing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
24	0x0089B4D0	Quest.RemoveHeroHairstyle	CGameScriptInterface::RemoveHeroHairstyle	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
25	0x006E7D40	Quest.ResetCreatureCreationDelayFrames	CGameScriptInterface::ResetCreatureCreationDelayFrames	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
26	0x00896FD0	Quest.ResetDeathRecoveryMarkerNameToDefault	CGameScriptInterface::ResetDeathRecoveryMarkerNameToDefault	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
27	0x00899D50	Quest.ResetPlayerCreatureCombatMultiplier	CGameScriptInterface::ResetPlayerCreatureCombatMultiplier	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
28	0x00899E90	Quest.ResetPlayerCreatureOnlyTarget	CGameScriptInterface::ResetPlayerCreatureOnlyTarget	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
29	0x0088FF10	Quest.ResetToDefaultTheme	CGameScriptInterface::ResetToDefaultTheme	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
30	0x0088FFF0	Quest.ResetToDefaultThemeExternals	CGameScriptInterface::ResetToDefaultThemeExternals	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
31	0x008970F0	Quest.ResetWhetherToFailQuestOnDeathToDefault	CGameScriptInterface::ResetWhetherToFailQuestOnDeathToDefault	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
32	0x00898940	Quest.ReturnAllConfiscatedItemsToHero	CGameScriptInterface::ReturnAllConfiscatedItemsToHero	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
33	0x00890200	Quest.ScreenFilterFadeOut	CGameScriptInterface::ScreenFilterFadeOut	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float,void *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
34	0x0088E920	Quest.SetAllowScreenFadingIfAlreadyFaded	CGameScriptInterface::SetAllowScreenFadingIfAlreadyFaded	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
35	0x0088E910	Quest.SetAllowScreenFadingOnNextRegionChange	CGameScriptInterface::SetAllowScreenFadingOnNextRegionChange	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
36	0x0088E090	Quest.SetAllSoundsAsMuted	CGameScriptInterface::SetAllSoundsAsMuted	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
37	0x0088FB60	Quest.SetBettingAccept	CGameScriptInterface::SetBettingAccept	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
38	0x0088FB40	Quest.SetBettingActive	CGameScriptInterface::SetBettingActive	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
39	0x0088FC20	Quest.SetBoastingEnabled	CGameScriptInterface::SetBoastingEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
40	0x0088FAE0	Quest.SetCheapHeadLooking	CGameScriptInterface::SetCheapHeadLooking	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
41	0x0088FBA0	Quest.SetCountBetMoneyDown	CGameScriptInterface::SetCountBetMoneyDown	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
42	0x0088F460	Quest.SetExperienceSpendingAsEnabled	CGameScriptInterface::SetExperienceSpendingAsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
43	0x0088FBE0	Quest.SetGlobalTargetingDistanceOffset	CGameScriptInterface::SetGlobalTargetingDistanceOffset	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
44	0x00898540	Quest.SetGuardsIgnoreCrimes	CGameScriptInterface::SetGuardsIgnoreCrimes	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
45	0x00899060	Quest.SetHeroAbleToGainExperience	CGameScriptInterface::SetHeroAbleToGainExperience	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
46	0x008994E0	Quest.SetHeroAge	CGameScriptInterface::SetHeroAge	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
47	0x00899680	Quest.SetHeroAsApprentice	CGameScriptInterface::SetHeroAsApprentice	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
48	0x00897DB0	Quest.SetHeroAsHavingHadGaySex	CGameScriptInterface::SetHeroAsHavingHadGaySex	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
49	0x00897D50	Quest.SetHeroAsHavingHadSex	CGameScriptInterface::SetHeroAsHavingHadSex	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
50	0x008995D0	Quest.SetHeroAsTeenager	CGameScriptInterface::SetHeroAsTeenager	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
51	0x00898EC0	Quest.SetHeroHandLampAsLit	CGameScriptInterface::SetHeroHandLampAsLit	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
52	0x0088F440	Quest.SetHeroSleepingAsEnabled	CGameScriptInterface::SetHeroSleepingAsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
53	0x00898410	Quest.SetHeroWeaponsAsUsable	CGameScriptInterface::SetHeroWeaponsAsUsable	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
54	0x00898340	Quest.SetHeroWillAsUsable	CGameScriptInterface::SetHeroWillAsUsable	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
55	0x00899A90	Quest.SetHeroWillEnergyAsAbleToRefill	CGameScriptInterface::SetHeroWillEnergyAsAbleToRefill	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
56	0x00899A10	Quest.SetHeroWillEnergyLevel	CGameScriptInterface::SetHeroWillEnergyLevel	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
57	0x00892050	Quest.SetHUDEnabled	CGameScriptInterface::SetHUDEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
58	0x0089EF30	Quest.SetMoralityChangingAsEnabled	CGameScriptInterface::SetMoralityChangingAsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
59	0x0088FA80	Quest.SetPlayerUsingMeleeDummies	CGameScriptInterface::SetPlayerUsingMeleeDummies	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
60	0x0088FAA0	Quest.SetPlayerUsingRangedDummies	CGameScriptInterface::SetPlayerUsingRangedDummies	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
61	0x0088FAC0	Quest.SetPlayerUsingWillDummies	CGameScriptInterface::SetPlayerUsingWillDummies	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
62	0x0088FB20	Quest.SetPrizeTavernTable	CGameScriptInterface::SetPrizeTavernTable	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
63	0x0088FB00	Quest.SetQuitTavernGame	CGameScriptInterface::SetQuitTavernGame	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
64	0x0088F430	Quest.SetRegionTextDisplayAsActive	CGameScriptInterface::SetRegionTextDisplayAsActive	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
65	0x0088F940	Quest.SetSavingAsEnabled	CGameScriptInterface::SetSavingAsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
66	0x0088FBC0	Quest.SetSpotTheAdditionBeaten	CGameScriptInterface::SetSpotTheAdditionBeaten	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
67	0x0088F470	Quest.SetSummonerDeathExplosionAffectsHero	CGameScriptInterface::SetSummonerDeathExplosionAffectsHero	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
68	0x0088F410	Quest.SetTeleportingAsActive	CGameScriptInterface::SetTeleportingAsActive	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
69	0x0088FDC0	Quest.SetTimeOfDay	CGameScriptInterface::SetTimeOfDay	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
70	0x0088FC00	Quest.SetTradingPriceMult	CGameScriptInterface::SetTradingPriceMult	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
71	0x008984E0	Quest.SetWeaponOutCrimeEnabled	CGameScriptInterface::SetWeaponOutCrimeEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
72	0x00897090	Quest.SetWhetherToFailQuestOnDeath	CGameScriptInterface::SetWhetherToFailQuestOnDeath	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
73	0x008916A0	Quest.SheatheHeroWeapons	CGameScriptInterface::SheatheHeroWeapons	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
74	0x0088F8D0	Quest.StartCountdownTimer	CGameScriptInterface::StartCountdownTimer	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
75	0x008912A0	Quest.StopOverrideMusic	CGameScriptInterface::StopOverrideMusic	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
76	0x00891C80	Quest.UpdateMiniGameInfoBar	CGameScriptInterface::UpdateMiniGameInfoBar	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
77	0x004AA890	Entity.IsDead	CScriptThing::IsDead	CScriptThing	ambiguous	strong	1	__thiscall	bool	CScriptThing *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;entity-owner
78	0x0088F930	Quest.AutoSave	CGameScriptInterface::AutoSave	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
79	0x0088F910	Quest.AutoSaveCheckPoint	CGameScriptInterface::AutoSaveCheckPoint	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
80	0x0088F920	Quest.AutoSaveQuestStart	CGameScriptInterface::AutoSaveQuestStart	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
81	0x00892DF0	Quest.ClearAllRumbles	CGameScriptInterface::ClearAllRumbles	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
82	0x00891920	Quest.DisplayQuestInfo	CGameScriptInterface::DisplayQuestInfo	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
83	0x0088FE90	Quest.FastForwardTimeTo	CGameScriptInterface::FastForwardTimeTo	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *,float,float	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
84	0x00891330	Quest.IsDangerMusicEnabled	CGameScriptInterface::IsDangerMusicEnabled	CGameScriptInterface	ambiguous	strong	1	__thiscall	bool	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
85	0x0088F970	Quest.ResetToFrontEnd	CGameScriptInterface::ResetToFrontEnd	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
86	0x00890B90	Quest.SetEnvironmentalEffectsAlwaysUpdate	CGameScriptInterface::SetEnvironmentalEffectsAlwaysUpdate	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *,bool	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
87	0x008A1300	Quest.StartSneaking	CGameScriptInterface::StartSneaking	CGameScriptInterface	ambiguous	strong	1	__thiscall	void	CGameScriptInterface *	100	needs-reversal	0	0	direct-signature	1	exact-leaf-name;complete-prototype;quest-interface-owner
88	0x004AA9E0	Entity.GetCurrentMapName	CScriptThing::GetCurrentMapName	CScriptThing	unique	strong	1	__thiscall	CCharString	CScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
89	0x004AAA10	Entity.GetHomeMapName	CScriptThing::GetHomeMapName	CScriptThing	unique	strong	1	__thiscall	CCharString	CScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
90	0x008CFE30	Entity.GetHomePos	CGameScriptThing::GetHomePos	CGameScriptThing	unique	strong	1	__thiscall	C3DVector	CGameScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
91	0x008D0820	Entity.IsOpenDoor	CGameScriptThing::IsOpenDoor	CGameScriptThing	unique	strong	1	__thiscall	bool	CGameScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
92	0x004AAC10	Entity.MsgHowLongWasExpressionPerformed	CScriptThing::MsgHowLongWasExpressionPerformed	CScriptThing	unique	strong	1	__thiscall	long	CScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
93	0x004AAAF0	Entity.MsgIsKilledBy	CScriptThing::MsgIsKilledBy	CScriptThing	unique	strong	1	__thiscall	bool	CScriptThing *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
94	0x008D1890	Entity.MsgWhoHitMe	CGameScriptThing::MsgWhoHitMe	CGameScriptThing	unique	strong	1	__thiscall	CScriptThing	CGameScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
95	0x004ABE60	Entity.MsgWhoKilledMe	CScriptThing::MsgWhoKilledMe	CScriptThing	unique	strong	1	__thiscall	CScriptThing	CScriptThing *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;entity-owner
96	0x00892E80	Quest.ActivateQuest	CGameScriptInterface::ActivateQuest	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
97	0x0089FEB0	Quest.AddCrimeCommitted	CGameScriptInterface::AddCrimeCommitted	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,ECrime,bool,CScriptThing const *,CScriptThing const *,EOpinionPostDeedType	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
98	0x00891540	Quest.AddFeatCard	CGameScriptInterface::AddFeatCard	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,long,CCharString const &,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
99	0x008A9E30	Quest.AddGossipVillage	CGameScriptInterface::AddGossipVillage	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
100	0x008A9DD0	Quest.AddNewRumourToCategory	CGameScriptInterface::AddNewRumourToCategory	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
101	0x008913F0	Quest.AddQuestCard	CGameScriptInterface::AddQuestCard	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &,bool,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
