rank	address	module	name	workstream	gap	score	calling_convention	return_type	parameter_types	checker_verdict	compile_blocker	retail_parity	signature_issues	missing_dependencies
126	00898b30	CGameScriptInterface	CGameScriptInterface::SetWeaponAsHerosActiveWeapon	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
127	00898db0	CGameScriptInterface	CGameScriptInterface::TakeObjectFromHero	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS				
128	00898e60	CGameScriptInterface	CGameScriptInterface::IsHeroHandLampLit	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
129	00898ec0	CGameScriptInterface	CGameScriptInterface::SetHeroHandLampAsLit	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
130	00898f40	CGameScriptInterface	CGameScriptInterface::GiveHeroGold	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long	PASS	'ETCInterfaceType' was not declared in this scope			CKeyPairCompareLess;CTCBase;ETCInterfaceType
131	00898fa0	CGameScriptInterface	CGameScriptInterface::GetHeroGold	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
132	00899000	CGameScriptInterface	CGameScriptInterface::GiveHeroExperience	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
133	0089ad90	CGameScriptInterface	CGameScriptInterface::IsQuestStartScreenActive	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString &	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
134	0089af30	CGameScriptInterface	CGameScriptInterface::RemoveAllCutSceneSkippedMessages	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
135	0089b110	CGameScriptInterface	CGameScriptInterface::StartMovieSequence	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CScriptGameResourceObjectMovieBase &	PASS	static assertion failed			CCharString;CGameScriptInterface;ConfigureMovieSequenceFn;ConstructMovieBaseFn;CScriptGameResourceObjectMovie;CScriptGameResourceObjectMovieBase;MovieCtorFn;movieObject;ThisCall006307Fn;ThisVtableCall1CFn
136	0089b3f0	CGameScriptInterface	CGameScriptInterface::SetHeroAsWearing	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS				
137	0089b450	CGameScriptInterface	CGameScriptInterface::ChangeHeroHairstyle	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS	'reinterpret_cast' from integer to pointer			
138	0089b4d0	CGameScriptInterface	CGameScriptInterface::RemoveHeroHairstyle	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
139	0089c330	CGameScriptInterface	CGameScriptInterface::EntitySetOpinionDeedTypeEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,bool	PASS	incomplete type '{anonymous}::OpinionDeedInterfaceMap' {aka '{anonymous}::CVectorMap<{anonymous}::ETCInterfaceType, CTCBase*, {anonymous}::CKeyPairCompareLess<{anonymous}::ETCInterfaceType, CTCBase*> >'} used in nested name specifier			
140	0089c380	CGameScriptInterface	CGameScriptInterface::EntitySetOpinionAttitudeEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionAttitudeType,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
141	0089c3d0	CGameScriptInterface	CGameScriptInterface::EntitySetOpinionReactionEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionReactionType,bool	PASS	incomplete type '{anonymous}::OpinionReactionInterfaceMap' {aka '{anonymous}::CVectorMap<{anonymous}::ETCInterfaceType, CTCBase*, {anonymous}::CKeyPairCompareLess<{anonymous}::ETCInterfaceType, CTCBase*> >'} used in nested name specifier			
142	0089c560	CGameScriptInterface	CGameScriptInterface::EntityPostOpinionDeedToAll	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
143	0089c670	CGameScriptInterface	CGameScriptInterface::EntityPostOpinionDeedToRecipient	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
144	0089c710	CGameScriptInterface	CGameScriptInterface::EntityPostOpinionDeedToRecipientVillage	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
145	0089c7b0	CGameScriptInterface	CGameScriptInterface::EntityPostOpinionDeedKeepSearchingForWitnesses	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
146	0089c850	CGameScriptInterface	CGameScriptInterface::RemoveOpinionDeedStillSearchingForWitnesses	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,long	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
147	0089cd70	CGameScriptInterface	CGameScriptInterface::CanThingBe_Heard_ByOtherThing	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	PASS				
148	0089e130	CGameScriptInterface	CGameScriptInterface::EntitySetMaxNumberOfAttackers	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,long	PASS				
149	0089e710	CGameScriptInterface	CGameScriptInterface::DisplayTutorial	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,ETutorialCategory	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
150	0089ec60	CGameScriptInterface	CGameScriptInterface::CreatureGeneratorAddTriggerer	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	PASS	comparison between distinct pointer types '{anonymous}::TCInterfaceEntryOverlay*' and 'CVectorMap<int, CTCBase*, CKeyPairCompareLess<int, CTCBase*> >::Entry*' lacks a cast			
151	0089ef30	CGameScriptInterface	CGameScriptInterface::SetMoralityChangingAsEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
152	0089feb0	CGameScriptInterface	CGameScriptInterface::AddCrimeCommitted	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,ECrime,bool,CScriptThing const *,CScriptThing const *,EOpinionPostDeedType	PASS	'reinterpret_cast' from integer to pointer			
153	008a0260	CGameScriptInterface	CGameScriptInterface::GiveThingBestEnemyTarget	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
154	008a03f0	CGameScriptInterface	CGameScriptInterface::ClearThingBestEnemyTarget	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &	PASS				
155	008a0820	CGameScriptInterface	CGameScriptInterface::CancelHeroTeleportEffects	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
156	008a0bc0	CGameScriptInterface	CGameScriptInterface::EntitySetAppearanceSeed	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,ulong	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			class CGameScriptInterface;offsetof
157	008a0c10	CGameScriptInterface	CGameScriptInterface::EntityGetAppearanceSeed	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,ulong &	PASS	'CGameScriptInterface' has not been declared			CGameScriptInterface;CKeyPairCompareLess;CScriptThing;CTCBase;CVectorMap;ETCInterfaceType
158	008a0cb0	CGameScriptInterface	CGameScriptInterface::DebugGetAllTextEntriesForTargetedThing	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,std::set<ulong,std::less<ulong>,std::allocator<ulong> > &	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
159	008a0f70	CGameScriptInterface	CGameScriptInterface::SetReadableObjectText	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CWideString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
160	008a12a0	CGameScriptInterface	CGameScriptInterface::GetNumHousesOwned	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
161	008a1590	CGameScriptInterface	CGameScriptInterface::GetBestTimePairs	candidate-cluster	candidate-compile	2280295	__thiscall	float	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
162	008a15f0	CGameScriptInterface	CGameScriptInterface::GetBestTimeSorting	candidate-cluster	candidate-compile	2280295	__thiscall	float	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
163	008a1650	CGameScriptInterface	CGameScriptInterface::GetBestScoreBlackjack	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			mov
164	008a16b0	CGameScriptInterface	CGameScriptInterface::GetBestScoreCoinGolfOakVale	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
165	008a1710	CGameScriptInterface	CGameScriptInterface::GetBestScoreCoinGolfSnowSpire	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			mov
166	008a1770	CGameScriptInterface	CGameScriptInterface::GetBestScoreShoveHaPenny	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			mov
167	008a17d0	CGameScriptInterface	CGameScriptInterface::GetBestTimeGuessTheAddition	candidate-cluster	candidate-compile	2280295	__thiscall	float	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
168	008a1b10	CGameScriptInterface	CGameScriptInterface::GetSleepingPositionAndOrientationFromBed	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,C3DVector &,C3DVector &	PASS	'CGameScriptInterface' has not been declared			C3DVector;CGameScriptInterface;CKeyPairCompareLess;CRightHandedSet;CScriptThing;CTCBase;CTCCameraPointScriptedSpline;CTCUserActionPointBase;CThing;CVectorMap;ETCInterfaceType;interfaceType;scratchSet;tempVector;thing1Object
169	008a1c50	CGameScriptInterface	CGameScriptInterface::RepopulateVillage	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
170	008a23b0	CGameScriptInterface	CGameScriptInterface::SetWanderCentrePoint	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing,C3DVector	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
171	008a7980	CGameScriptInterface	CGameScriptInterface::EntityStopFollowing	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
172	008a86c0	CGameScriptInterface	CGameScriptInterface::GetAllCreaturesInAreaWithScriptName	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *,CCharString const &,C3DVector const &,float,std::vector<CScriptThing,std::allocator<CScriptThing> > &	FAIL	'CGameScriptInterface' has not been declared; did you mean 'CGameScriptInterface_Overlay'?			CGameScriptInterface
173	008a89d0	CGameScriptInterface	CGameScriptInterface::GetAllCreaturesExcludingHero	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *,std::vector<CScriptThing,std::allocator<CScriptThing> > &	PASS	'CGameScriptInterface' has not been declared			CFilter_Bind2;CGameScriptInterface;creatureEnd;creatureFirst;creatureLast;CScriptThing;CThingAICreature;CThingFilter_HasTC;CThingFilter_None;CThingSearchTools;NHeroInformationScreens;NScript;PTR__scalar_deleting_destructor__01238c8c;std;std__vector___Reserve;std__vector_InsertRange;thingSearchTools
174	008a8c60	CGameScriptInterface	CGameScriptInterface::EntitySetAsSittingOnFloor	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
175	008a8f20	CGameScriptInterface	CGameScriptInterface::GetItemDefNamesFromContainer	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,std::vector<CCharString,std::allocator<CCharString> > &	PASS	'CDefinitionManager' does not name a type			CDefinitionManager;CKeyPairCompareLess;CTCBase;ETCInterfaceType
176	008a9320	CGameScriptInterface	CGameScriptInterface::EntityCastForcePush	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,bool	PASS				
177	008a93a0	CGameScriptInterface	CGameScriptInterface::EntityWillTeleportToArea	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,C3DVector,float,float	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
178	008a9610	CGameScriptInterface	CGameScriptInterface::SetThingAsConscious	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool,CCharString const &	PASS				
179	008a99f0	CGameScriptInterface	CGameScriptInterface::SetThingAndCarriedItemsNotAffectedByScreenFilter	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing &,void *	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof;PTR__vector_deleting_destructor__01238c6c
180	008a9ae0	CGameScriptInterface	CGameScriptInterface::MsgOnBoastsMade	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,std::vector<std::pair<long,CCharString>,std::allocator<std::pair<long,CCharString> > > &	PASS	field 'boastText' has incomplete type 'CCharString'			class CGameScriptInterface
181	008a9c40	CGameScriptInterface	CGameScriptInterface::GetAllThingsWithDefNameByDistanceFrom	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *,CScriptThing const &,CCharString const &,std::vector<CScriptThing,std::allocator<CScriptThing> > &	PASS	'CGameScriptInterface' has not been declared			CCharString;CDefinitionManager;CFilter_Bind2;CGameScriptInterface;CScriptThing;CThing;CThingFilter_InArea;CThingFilter_InMap;CThingSearchTools;current;foundBegin;foundEnd;GFGetPreMainMemoryUsed;insertAt;MakeHeap_AndSort;NHeroInformationScreens;NScript;outVector;PTR__scalar_deleting_destructor__01238c8c;std;std__vector___Reserve;std__vector_InsertRange;VectorOverlay
182	008a9dd0	CGameScriptInterface	CGameScriptInterface::AddNewRumourToCategory	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
183	008a9e30	CGameScriptInterface	CGameScriptInterface::AddGossipVillage	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
184	008a9e60	CGameScriptInterface	CGameScriptInterface::AddGossipFactionToCategory	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &	PASS				
185	008aa010	CGameScriptInterface	CGameScriptInterface::ClearGossip	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString	PASS	static assertion failed			
186	00402130	_global	FableCheckMyDocumentsWritePermissions_00402130	candidate-cluster	signature-audit	2138935	__fastcall	unsigned long	CWideString const &	PASS			method-name-mismatch	
187	00403480	_global	WinMain	candidate-cluster	signature-audit	2138935	__stdcall	int	HINSTANCE__ *,HINSTANCE__ *,char *,int	PASS			method-name-mismatch	
188	00409090	_global	Engine_FindPrimitiveInArray	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
189	0040cec0	_global	CUserProfileManager_Constructor	candidate-cluster	signature-audit	2138935	unknown	undefined		FAIL			explicit-parameter-count-mismatch;return-shape-mismatch	
190	0040f0a0	_global	Compare_Unsigned16Array	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
191	0040f390	_global	Buffer_RellocateAndUpdateWritePointer	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
192	0040f4a0	_global	Std_BitSet_Allocate	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
193	0040f6b0	_global	CString_FillRange	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;duplicate-linkage-signature	
194	0040fbf0	_global	CWideString_FillBackward	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CWideString' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	CWideString
195	00410460	_global	std_vector_C2DLineF_Copy	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'_Copy_impl' is not a member of 'std'; did you mean '__apply_impl'?		explicit-parameter-count-mismatch;return-shape-mismatch	
196	00410550	_global	MemoryPool_AdvancePointer	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
197	00410d80	_global	bitset_advance_iterator	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
198	00410ed0	_global	Std_Deque_PopFront_ChunkBased	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
199	00410f30	_global	Buffer_AllocateAndZero	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch;duplicate-linkage-signature	
200	004110d0	_global	CString_FillRange	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;duplicate-linkage-signature	
201	00411630	_global	Std_Deque_Resize_WithGap	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
202	004117c0	_global	Std_Vector_Insert_Range	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;duplicate-linkage-signature	
203	00411910	_global	Buffer_AllocateAndZero	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch;duplicate-linkage-signature	
204	00411a10	_global	Std_Vector_Insert_Range_Copies_4byte	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
205	00411b00	_global	vector_push_back_copy	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			definition-not-parsed	
206	00411b90	_global	std_vector_assign	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
207	00411db0	_global	Std_Vector_Insert_Range_Dispatch	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CSubtitledMessage' was not declared in this scope		explicit-parameter-count-mismatch	CHeroMarriageInfo;CSubtitledMessage;insert_pos;old_last;std;Std_Vector_Insert_Range;value_src;value_type
208	00411f10	_global	Std_Vector_Insert_Range_4Bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
209	004121d0	_global	Std_Vector_PushBack_WithGrow	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
210	00412330	_global	Std_Vector_Insert_Range_Copies	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CWideString' was not declared in this scope		explicit-parameter-count-mismatch	CCharString;CWideString
211	00412450	_global	Std_Vector_Erase_Range	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CWideString' does not name a type		explicit-parameter-count-mismatch;return-shape-mismatch;duplicate-linkage-signature	CWideString
212	004124c0	_global	Std_Vector_Insert_Range_16Bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
213	004125a0	_global	Std_Vector_Insert_Range_Copies_28byte	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
214	004126e0	_global	vector_resize_with_fill	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
215	004127e0	_global	Std_Deque_PushBack_ChunkAlloc	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
216	004128a0	_global	Vector_PushBack	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CWideString' does not name a type		explicit-parameter-count-mismatch	CWideString;finish;Std_Vector_Insert_Range_Copies
217	00412b70	_global	Std_Vector_Resize	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	incomplete type 'CCharString' used in nested name specifier		explicit-parameter-count-mismatch	
218	0041641f	_global	CMainGameComponent_ChangeDisplayMode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	incomplete type 'CScriptThing' used in nested name specifier		explicit-parameter-count-mismatch	
219	00417a58	_global	CMainGameComponent_InitSoundBanks	candidate-cluster	signature-audit	2138935	unknown	undefined		FAIL	'CDefString' does not name a type		explicit-parameter-count-mismatch	_DAT_0122dee0;_E2;CAFile;CCharString;CCharString__AssignFromData;CCharString__AssignFromWide;CDefinitionManager;CDefPointer;CDefString;CHeroPostcardGeneratorDef;CUserProfileManager;CWideString;DAT_013b8394;defMgr;extraout_EDX_01;extraout_EDX_03;extraout_EDX_07;fontBankName;local_10;local_18;local_20;local_24;local_28;local_2c;local_30;local_30_name;local_48;local_8;NProgressDisplay;NResourceDirectoryNames;RegisterSoundBanks;SUB41;WideString_EqualsLen
220	00419f50	_global	Vector_FromRange	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
221	0041c090	_global	CGraphicFrameData_ReleaseReference	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	incomplete type 'CGraphicFrameData' used in nested name specifier		method-name-mismatch;explicit-parameter-count-mismatch	
222	0041c780	_global	__EH_epilog3	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
223	0041ceb3	_global	CASound_PlayFromSymbol	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
224	0041cfb2	_global	GetTextBySymbol	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'NGameText' does not name a type		explicit-parameter-count-mismatch	CCharString;CWideString;NGameText
225	0041d0a8	_global	CASound_PlayMessage	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	cannot call constructor 'CSoundInit::CSoundInit' directly		explicit-parameter-count-mismatch	
226	00429ab9	_global	DoublyLinkedList_Unlink	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
227	00429b02	_global	LinkedList_Unlink_and_Free	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
228	00429b52	_global	LinkedList_RemoveNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
229	00429fbe	_global	LinkedList_AllocateNode_12bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
230	00429fe3	_global	LinkedList_AllocateNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
231	0042a008	_global	Std_List_AllocateNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
232	0042a58d	_global	RBTreeIterator_MoveToMax_A	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
233	0042a59e	_global	RBTreeIterator_MoveToMax_B	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'RBTree__GetMaxNode' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	RBTree__GetMaxNode
234	0042a5af	_global	RBTreeIterator_MoveToMax_C	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
235	0042a5c0	_global	RBTreeIterator_MoveToMax_D	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'RBTree__GetMaxNode' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	RBTree__GetMaxNode
236	0042a82b	_global	BinarySearchTree_FindLessOrEqual	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'next' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	next
237	0042a879	_global	BinarySearchTree_FindNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'next' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	next
238	0042a8bd	_global	MemoryAllocator_CountAllocatedBlocks	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CMemoryAllocatorVariableSize' does not name a type; did you mean 'CMemoryAllocatorVariableSize_Overlay'?		explicit-parameter-count-mismatch	CMemoryAllocatorVariableSize;current;end;previous
239	0042aadc	_global	LinkedList_InsertBefore	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
240	0042ab01	_global	Std_DoubleLinkedList_CreateNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
241	0042ab33	_global	LinkedList_Insert_Before	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
242	0042ab8a	_global	Std_List_Insert	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
243	0042ac0a	_global	DoublyLinkedList_InitializeEmpty	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
244	0042ac52	_global	Allocator_Alloc_56bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
245	0042ac9f	_global	Allocator_Alloc_24bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
246	0042acec	_global	LinkedList_Initialize	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch;duplicate-linkage-signature	
247	0042ad10	_global	Allocator_Alloc_28bytes	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
248	0042ad34	_global	StdMap_LowerBound	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS	'CCharString' does not name a type		explicit-parameter-count-mismatch	CCharString;std
249	0042ad91	_global	BinarySearchTree_FindExact	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch;return-shape-mismatch	
250	0042adb6	_global	BinarySearchTree_EraseNode	candidate-cluster	signature-audit	2138935	unknown	undefined		PASS			explicit-parameter-count-mismatch	
