rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
3579	bulk-prototype	CM_Guard	100000	1	1	0	0	0	0	0
3580	bulk-prototype	CM_HeroDownstairs	100000	1	1	0	0	0	0	0
3581	bulk-prototype	CM_HeroInsideHouse	100000	1	1	0	0	0	0	0
3582	bulk-prototype	CM_HiddenBooty	100000	2	2	0	0	0	0	0
3583	bulk-prototype	CM_Minion	100000	1	1	0	0	0	0	0
3584	bulk-prototype	CM_NotThisWay	100000	1	1	0	0	0	0	0
3585	bulk-prototype	CM_QuestControl	100000	1	1	0	0	0	0	0
3586	bulk-prototype	CM_RestartMarker	100000	2	2	0	0	0	0	0
3587	bulk-prototype	CM_RTFERockTrollTrigger	100000	1	1	0	0	0	0	0
3588	bulk-prototype	CM_TauntingBandit	100000	1	1	0	0	0	0	0
3589	bulk-prototype	CM_TollBandit	100000	1	1	0	0	0	0	0
3590	bulk-prototype	CM_UndeadHere	100000	1	1	0	0	0	0	0
3591	bulk-prototype	CM_WhisperFarmRaidIntro	100000	1	1	0	0	0	0	0
3592	bulk-prototype	CMagicBarrier	100000	2	2	0	0	0	0	0
3593	bulk-prototype	CMagicBarrierGraveyard	100000	2	2	0	0	0	0	0
3594	bulk-prototype	CManagedTexture	100000	1	1	0	0	0	0	0
3595	bulk-prototype	CMansLover	100000	2	2	0	0	0	0	0
3596	bulk-prototype	CMapKeeper	100000	2	2	0	0	0	0	0
3597	bulk-prototype	CMapsAndRegionsDialog	100000	4	4	0	0	0	0	0
3598	bulk-prototype	CMarkerInfo	100000	4	4	0	0	0	0	0
3599	bulk-prototype	CMaterialDef	100000	9	9	0	0	0	0	0
3600	bulk-prototype	CMatrix3x4	100000	9	9	0	0	0	0	0
3601	bulk-prototype	CMatrix4x4	100000	3	3	0	0	0	0	0
3602	bulk-prototype	CMazeBattleDef	100000	3	3	0	0	0	0	0
3603	bulk-prototype	CMazeJournal	100000	1	1	0	0	0	0	0
3604	bulk-prototype	CMC_Minion	100000	3	3	0	0	0	0	0
3605	bulk-prototype	CMC_MinionGuard	100000	2	2	0	0	0	0	0
3606	bulk-prototype	CMC_SpawnPoint	100000	1	1	0	0	0	0	0
3607	bulk-prototype	CMeanBandit	100000	2	2	0	0	0	0	0
3608	bulk-prototype	CMeetSisterMessenger	100000	1	1	0	0	0	0	0
3609	bulk-prototype	CMeleeApprentice	100000	6	6	0	0	0	0	0
3610	bulk-prototype	CMeleeCombatAbilityDef	100000	4	4	0	0	0	0	0
3611	bulk-prototype	CMeleeCombatKnockdownEffects	100000	3	3	0	0	0	0	0
3612	bulk-prototype	CMeleeThunder	100000	2	2	0	0	0	0	0
3613	bulk-prototype	CMemoryAreaChunk	100000	6	6	0	0	0	0	0
3614	bulk-prototype	CMeshBankManager	100000	5	5	0	0	0	0	0
3615	bulk-prototype	CMeshData	100000	4	4	0	0	0	0	0
3616	bulk-prototype	CMessageEventDef	100000	3	3	0	0	0	0	0
3617	bulk-prototype	CMessageEventFilter_CanBeSeenOrHeard	100000	7	7	0	0	0	0	0
3618	bulk-prototype	CMessageEventFilter_HasExtraData	100000	3	3	0	0	0	0	0
3619	bulk-prototype	CMessageEventFilter_IsMyDeadLeader	100000	1	1	0	0	0	0	0
3620	bulk-prototype	CMessageEventFilter_IsOriginatorAlive	100000	1	1	0	0	0	0	0
3621	bulk-prototype	CMessageEventFilter_MessageIDGreaterThan	100000	1	1	0	0	0	0	0
3622	bulk-prototype	CMessageEventFilter_OccuredBetween	100000	1	1	0	0	0	0	0
3623	bulk-prototype	CMessageEventManager	100000	29	29	0	0	0	0	0
3624	bulk-prototype	CMI_InfoKeeper	100000	1	1	0	0	0	0	0
3625	bulk-prototype	CMinimapData	100000	2	2	0	0	0	0	0
3626	bulk-prototype	CMiniMapDisplay	100000	29	29	0	0	0	0	0
3627	bulk-prototype	CMinionEscort	100000	1	1	0	0	0	0	0
3628	bulk-prototype	CMinionEscortEnd	100000	1	1	0	0	0	0	0
3629	bulk-prototype	CMinionFieldGenerator	100000	1	1	0	0	0	0	0
3630	bulk-prototype	CMinionSpawner	100000	1	1	0	0	0	0	0
3631	bulk-prototype	CMinionTrollSummoner	100000	1	1	0	0	0	0	0
3632	bulk-prototype	CMinionWarningGuard	100000	1	1	0	0	0	0	0
3633	bulk-prototype	CMirroredTextureHighlightsChunk	100000	6	6	0	0	0	0	0
3634	bulk-prototype	CMK_GHC_HERO3	100000	1	1	0	0	0	0	0
3635	bulk-prototype	CMK_HS2_SOUL	100000	3	3	0	0	0	0	0
3636	bulk-prototype	CMK_OFI_GWLL_WHIS2	100000	1	1	0	0	0	0	0
3637	bulk-prototype	CModeBerserk	100000	1	1	0	0	0	0	0
3638	bulk-prototype	CModeBlock	100000	17	17	0	0	0	0	0
3639	bulk-prototype	CModeCarryingStandBase	100000	1	1	0	0	0	0	0
3640	bulk-prototype	CModeDragonBase	100000	2	2	0	0	0	0	0
3641	bulk-prototype	CModeDragonFlyingBase	100000	1	1	0	0	0	0	0
3642	bulk-prototype	CModeDragonLanded	100000	2	2	0	0	0	0	0
3643	bulk-prototype	CModeExplosiveForcePushed	100000	2	2	0	0	0	0	0
3644	bulk-prototype	CModeForcePushed	100000	1	1	0	0	0	0	0
3645	bulk-prototype	CModeGuildmasterPowerUpShield	100000	1	1	0	0	0	0	0
3646	bulk-prototype	CModeGuildmasterPowerUpSpeed	100000	1	1	0	0	0	0	0
3647	bulk-prototype	CModeJackOfBladesDeath	100000	2	2	0	0	0	0	0
3648	bulk-prototype	CModeKnockedDown	100000	1	1	0	0	0	0	0
3649	bulk-prototype	CModeOutOfActionBase	100000	5	5	0	0	0	0	0
3650	bulk-prototype	CModeRockTrollVulnerable	100000	2	2	0	0	0	0	0
3651	bulk-prototype	CModeScorpionKingExhausted	100000	2	2	0	0	0	0	0
3652	bulk-prototype	CModeScorpionKingTailPlunge	100000	4	4	0	0	0	0	0
3653	bulk-prototype	CModeScreamerSuperAttack	100000	3	3	0	0	0	0	0
3654	bulk-prototype	CModeStandBase	100000	9	9	0	0	0	0	0
3655	bulk-prototype	CModeSummonerDie	100000	1	1	0	0	0	0	0
3656	bulk-prototype	CModeUnderground	100000	2	2	0	0	0	0	0
3657	bulk-prototype	CMouse	100000	6	6	0	0	0	0	0
3658	bulk-prototype	CMovableResourceMemoryPool	100000	5	5	0	0	0	0	0
3659	bulk-prototype	CMoveOnCylinder	100000	2	2	0	0	0	0	0
3660	bulk-prototype	CMovieSubtitles	100000	1	1	0	0	0	0	0
3661	bulk-prototype	CMultiStatBar	100000	5	5	0	0	0	0	0
3662	bulk-prototype	CMultiStaticMeshDef	100000	3	3	0	0	0	0	0
3663	bulk-prototype	CMurderTwistAssassin	100000	7	7	0	0	0	0	0
3664	bulk-prototype	CMurderTwistAssassinGuard	100000	1	1	0	0	0	0	0
3665	bulk-prototype	CMurderTwistBrother	100000	3	3	0	0	0	0	0
3666	bulk-prototype	CMurderTwistBrotherFriend	100000	2	2	0	0	0	0	0
3667	bulk-prototype	CMurderTwistBrotherOlder	100000	2	2	0	0	0	0	0
3668	bulk-prototype	CMurderTwistBrotherYounger	100000	1	1	0	0	0	0	0
3669	bulk-prototype	CMurderTwistLeader	100000	1	1	0	0	0	0	0
3670	bulk-prototype	CMurderTwistSheriff	100000	10	10	0	0	0	0	0
3671	bulk-prototype	CMurderTwistSheriffGuard	100000	8	8	0	0	0	0	0
3672	bulk-prototype	CMuteGuardOutsideWoods	100000	1	1	0	0	0	0	0
3673	bulk-prototype	CNavButton	100000	2	2	0	0	0	0	0
3674	bulk-prototype	CNavigationInput	100000	1	1	0	0	0	0	0
3675	bulk-prototype	CNavigatorFlyer	100000	13	13	0	0	0	0	0
3676	bulk-prototype	CNavigatorQueueManager	100000	18	18	0	0	0	0	0
3677	bulk-prototype	CNavRegion	100000	2	2	0	0	0	0	0
3678	bulk-prototype	CNecropolisGate	100000	1	1	0	0	0	0	0
3679	bulk-prototype	CNostro	100000	2	2	0	0	0	0	0
3680	bulk-prototype	CNOVI_AffairMan	100000	1	1	0	0	0	0	0
3681	bulk-prototype	CNOVI_AffairWoman	100000	1	1	0	0	0	0	0
3682	bulk-prototype	CNOVI_Barrel	100000	2	2	0	0	0	0	0
3683	bulk-prototype	CNOVI_BarrelMan	100000	1	1	0	0	0	0	0
3684	bulk-prototype	CNOVI_BarrelThug	100000	2	2	0	0	0	0	0
3685	bulk-prototype	CNOVI_BookTrader	100000	2	2	0	0	0	0	0
3686	bulk-prototype	CNOVI_Bully	100000	2	2	0	0	0	0	0
3687	bulk-prototype	CNOVI_CreatedBeetle	100000	1	1	0	0	0	0	0
3688	bulk-prototype	CNOVI_Guard	100000	1	1	0	0	0	0	0
3689	bulk-prototype	CNOVI_LiveFather	100000	1	1	0	0	0	0	0
3690	bulk-prototype	CNOVI_TeddyGirl	100000	2	2	0	0	0	0	0
3691	bulk-prototype	CNOVI_Villager	100000	3	3	0	0	0	0	0
3692	bulk-prototype	CNPCComment	100000	1	1	0	0	0	0	0
3693	bulk-prototype	CNymphDef	100000	3	3	0	0	0	0	0
3694	bulk-prototype	COakValeBanditRaidBandit	100000	2	2	0	0	0	0	0
3695	bulk-prototype	CObject	100000	7	7	0	0	0	0	0
3696	bulk-prototype	CObjectAugmentationsDef	100000	3	3	0	0	0	0	0
3697	bulk-prototype	CObjectCacheGroupCollection	100000	8	8	0	0	0	0	0
3698	bulk-prototype	CObjectTypeCollection	100000	4	4	0	0	0	0	0
3699	bulk-prototype	CObjectTypeCollectionPalette	100000	2	2	0	0	0	0	0
3700	bulk-prototype	CObserver	100000	2	2	0	0	0	0	0
3701	bulk-prototype	CObstacleNavigatorExternalInterface	100000	24	24	0	0	0	0	0
3702	bulk-prototype	COccupiableDef	100000	3	3	0	0	0	0	0
3703	bulk-prototype	COF_MainGates	100000	1	1	0	0	0	0	0
3704	bulk-prototype	CombatDialogueManager	100000	9	9	0	0	0	0	0
3705	bulk-prototype	CompareDataOffset	100000	10	10	0	0	0	0	0
3706	bulk-prototype	COpenCloseHelper	100000	1	1	0	0	0	0	0
3707	bulk-prototype	COpenDoor	100000	1	1	0	0	0	0	0
3708	bulk-prototype	COpinionDeedEffectsDef	100000	4	4	0	0	0	0	0
3709	bulk-prototype	COpinionDeedFilter_IsCrimeToRunAndFindAGuard	100000	1	1	0	0	0	0	0
3710	bulk-prototype	COpinionDeedMaskDef	100000	3	3	0	0	0	0	0
3711	bulk-prototype	COpinionMan	100000	1	1	0	0	0	0	0
3712	bulk-prototype	COpinionOfHeroDef	100000	3	3	0	0	0	0	0
3713	bulk-prototype	COpinionPersonalityTraits	100000	3	3	0	0	0	0	0
3714	bulk-prototype	COpinionReactionMaskDef	100000	3	3	0	0	0	0	0
3715	bulk-prototype	COptimisedFace	100000	1	1	0	0	0	0	0
3716	bulk-prototype	COracleMinigameDef	100000	3	3	0	0	0	0	0
3717	bulk-prototype	COracleSpectator	100000	1	1	0	0	0	0	0
3718	bulk-prototype	COracleTablet	100000	2	2	0	0	0	0	0
3719	bulk-prototype	COrbitGame	100000	1	1	0	0	0	0	0
3720	bulk-prototype	COrbitState	100000	2	2	0	0	0	0	0
3721	bulk-prototype	COrchardFarmFarmer	100000	1	1	0	0	0	0	0
3722	bulk-prototype	COrchardFarmWhisper	100000	1	1	0	0	0	0	0
3723	bulk-prototype	COverheadDisplayDef	100000	3	3	0	0	0	0	0
3724	bulk-prototype	COVI_DeadFather	100000	1	1	0	0	0	0	0
3725	bulk-prototype	CPaintMapDialog	100000	5	5	0	0	0	0	0
3726	bulk-prototype	CPair	100000	3	3	0	0	0	0	0
3727	bulk-prototype	CParsedItem	100000	3	3	0	0	0	0	0
3728	bulk-prototype	CParticleAttacherDef	100000	3	3	0	0	0	0	0
3729	bulk-prototype	CParticleEffect	100000	34	34	0	0	0	0	0
3730	bulk-prototype	CParticleEmitterInfo	100000	1	1	0	0	0	0	0
3731	bulk-prototype	CParticleEmitterList	100000	4	4	0	0	0	0	0
3732	bulk-prototype	CParticleEmitterManager	100000	13	13	0	0	0	0	0
3733	bulk-prototype	CParticleSimulationRenderData	100000	1	1	0	0	0	0	0
3734	bulk-prototype	CPCMouseLook	100000	2	2	0	0	0	0	0
3735	bulk-prototype	CPerceivedThingDef	100000	3	3	0	0	0	0	0
3736	bulk-prototype	CPerlinNoise	100000	4	4	0	0	0	0	0
3737	bulk-prototype	CPermanentBarrier	100000	1	1	0	0	0	0	0
3738	bulk-prototype	CPersistContext_TransferableComponent<CIntelligentPointer<CThing>_>	100000	5	5	0	0	0	0	0
3739	bulk-prototype	CPersistContext_TransferableComponent<CReactionFrequencyTraitsArray>	100000	1	1	0	0	0	0	0
3740	bulk-prototype	CPersistContext_TransferableComponent<CSpecialEffectsStringMap>	100000	2	2	0	0	0	0	0
3741	bulk-prototype	CPersistContext_TransferableComponent<EHeroAbility>	100000	2	2	0	0	0	0	0
3742	bulk-prototype	CPersistContext_TransferableComponent<float>	100000	9	9	0	0	0	0	0
3743	bulk-prototype	CPersistContext_TransferableComponent<NUISystem::ETextAlignement>	100000	1	1	0	0	0	0	0
3744	bulk-prototype	CPersistContext_TransferableComponent<signed_char>	100000	1	1	0	0	0	0	0
3745	bulk-prototype	CPersistContext_TransferableSubComponent<CCreatureStatsDef>	100000	2	2	0	0	0	0	0
3746	bulk-prototype	CPersistContext_TransferableVector<CCharString>	100000	1	1	0	0	0	0	0
3747	bulk-prototype	CPersistContext_TransferableVector<CCrimeWaitingForBribe>	100000	2	2	0	0	0	0	0
3748	bulk-prototype	CPersistContext_TransferableVector<CHeroLogBook::CHeroLogBookEntry::ECategory>	100000	1	1	0	0	0	0	0
3749	bulk-prototype	CPersistContext_TransferableVector<CHeroMarriageInfo>	100000	4	4	0	0	0	0	0
3750	bulk-prototype	CPersistContext_TransferableVector<CReverbEnvironmentEntry>	100000	6	6	0	0	0	0	0
3751	bulk-prototype	CPersistContext_TransferableVector<CSoundBankEntry>	100000	1	1	0	0	0	0	0
3752	bulk-prototype	CPersistContext_TransferableVector<ECreatureGeneratorGenerateType>	100000	1	1	0	0	0	0	0
3753	bulk-prototype	CPersistContext_TransferableVector<long>	100000	10	10	0	0	0	0	0
3754	bulk-prototype	CPersistContext_TransferableVector<NInventory::CItem>	100000	2	2	0	0	0	0	0
3755	bulk-prototype	CPersistContext_TransferableVector<std::pair<CCharString	100000	3	3	0	0	0	0	0
3756	bulk-prototype	CPersistTraits<bool>	100000	2	2	0	0	0	0	0
3757	bulk-prototype	CPersistTraits<C2DVector>	100000	35	35	0	0	0	0	0
3758	bulk-prototype	CPersistTraits<C3DVector>	100000	2	2	0	0	0	0	0
3759	bulk-prototype	CPersistTraits<CActionInputControl>	100000	1	1	0	0	0	0	0
3760	bulk-prototype	CPersistTraits<CAppearanceModifierGraphics>	100000	1	1	0	0	0	0	0
3761	bulk-prototype	CPersistTraits<CAtmosBankEntry>	100000	2	2	0	0	0	0	0
3762	bulk-prototype	CPersistTraits<CBrainUpdateZone>	100000	4	4	0	0	0	0	0
3763	bulk-prototype	CPersistTraits<CCharString>	100000	3	3	0	0	0	0	0
3764	bulk-prototype	CPersistTraits<CComboMultiplierData>	100000	1	1	0	0	0	0	0
3765	bulk-prototype	CPersistTraits<CCrimeWaitingForBribe>	100000	3	3	0	0	0	0	0
3766	bulk-prototype	CPersistTraits<CDefIndex>	100000	73	73	0	0	0	0	0
3767	bulk-prototype	CPersistTraits<CDefString>	100000	1	1	0	0	0	0	0
3768	bulk-prototype	CPersistTraits<CDegradableInfo>	100000	1	1	0	0	0	0	0
3769	bulk-prototype	CPersistTraits<CEngineGraphic>	100000	2	2	0	0	0	0	0
3770	bulk-prototype	CPersistTraits<CExplosionRing>	100000	1	1	0	0	0	0	0
3771	bulk-prototype	CPersistTraits<CFaction>	100000	3	3	0	0	0	0	0
3772	bulk-prototype	CPersistTraits<CFloatRange>	100000	3	3	0	0	0	0	0
3773	bulk-prototype	CPersistTraits<CHeroMarriageInfo>	100000	3	3	0	0	0	0	0
3774	bulk-prototype	CPersistTraits<CHeroStatIncreaseData>	100000	2	2	0	0	0	0	0
3775	bulk-prototype	CPersistTraits<CIntelligentPointer<CThing>_>	100000	3	3	0	0	0	0	0
3776	bulk-prototype	CPersistTraits<CMusicEntry>	100000	4	4	0	0	0	0	0
3777	bulk-prototype	CPersistTraits<CObjectAugmentationParticleSet>	100000	2	2	0	0	0	0	0
3778	bulk-prototype	CPersistTraits<CObjectFamilyEntry>	100000	2	2	0	0	0	0	0
3779	bulk-prototype	CPersistTraits<COpinionDeed*>	100000	3	3	0	0	0	0	0
3780	bulk-prototype	CPersistTraits<COpinionTransientOffset>	100000	1	1	0	0	0	0	0
3781	bulk-prototype	CPersistTraits<CPhysicalPrimitiveInit>	100000	2	2	0	0	0	0	0
3782	bulk-prototype	CPersistTraits<CReactionFrequencyTraitsArray>	100000	10	10	0	0	0	0	0
3783	bulk-prototype	CPersistTraits<CRGBColour>	100000	1	1	0	0	0	0	0
3784	bulk-prototype	CPersistTraits<CSimVoice>	100000	3	3	0	0	0	0	0
3785	bulk-prototype	CPersistTraits<CSoundBankEntry>	100000	2	2	0	0	0	0	0
3786	bulk-prototype	CPersistTraits<CTCInventoryMap::CUIMiniMapMarker>	100000	2	2	0	0	0	0	0
3787	bulk-prototype	CPersistTraits<CTCInventoryMap::CUIRegionInfo>	100000	4	4	0	0	0	0	0
3788	bulk-prototype	CPersistTraits<CWeaponTrailGraphicSet>	100000	2	2	0	0	0	0	0
3789	bulk-prototype	CPersistTraits<CWideString>	100000	2	2	0	0	0	0	0
3790	bulk-prototype	CPersistTraits<double>	100000	1	1	0	0	0	0	0
3791	bulk-prototype	CPersistTraits<EInputKey>	100000	3	3	0	0	0	0	0
3792	bulk-prototype	CPersistTraits<long>	100000	6	6	0	0	0	0	0
3793	bulk-prototype	CPersistTraits<NGraphicAppearance::CReplaceableMeshes>	100000	5	5	0	0	0	0	0
3794	bulk-prototype	CPersistTraits<NInventory::CItem>	100000	6	6	0	0	0	0	0
3795	bulk-prototype	CPersistTraits<short>	100000	1	1	0	0	0	0	0
3796	bulk-prototype	CPersistTraits<std::list<COpinionTransientOffset	100000	18	18	0	0	0	0	0
3797	bulk-prototype	CPersistTraits<std::list<CReactionMatch*	100000	3	3	0	0	0	0	0
3798	bulk-prototype	CPersistTraits<std::pair<CCharString	100000	2	2	0	0	0	0	0
3799	bulk-prototype	CPersistTraits<std::pair<long	100000	2	2	0	0	0	0	0
3800	bulk-prototype	CPersistTraits<unsigned___int64>	100000	1	1	0	0	0	0	0
3801	bulk-prototype	CPersistTraits<unsigned_char>	100000	3	3	0	0	0	0	0
3802	bulk-prototype	CPersonalScript_AardvarkScript	100000	1	1	0	0	0	0	0
3803	bulk-prototype	CPersonalScript_EmptyScript	100000	3	3	0	0	0	0	0
3804	bulk-prototype	CPersonalScript_GlobalThingsScript	100000	1	1	0	0	0	0	0
3805	bulk-prototype	CPersonalScriptMainScript	100000	1	1	0	0	0	0	0
3806	bulk-prototype	CPhysicalPrimitiveCylinder	100000	7	7	0	0	0	0	0
3807	bulk-prototype	CPhysicalPrimitiveInit	100000	1	1	0	0	0	0	0
3808	bulk-prototype	CPhysicalPrimitiveMesh	100000	5	5	0	0	0	0	0
3809	bulk-prototype	CPhysicalPrimitiveSphere	100000	5	5	0	0	0	0	0
3810	bulk-prototype	CPhysicsCoordRigid	100000	1	1	0	0	0	0	0
3811	bulk-prototype	CPhysicsDef	100000	3	3	0	0	0	0	0
3812	bulk-prototype	CPhysicsFacesSegmentLeaf	100000	4	4	0	0	0	0	0
3813	bulk-prototype	CPhysicsForceModelGotoOutsideSimple	100000	3	3	0	0	0	0	0
3814	bulk-prototype	CPhysicsLeaf<NCameraModes::CPhysicsTargetModelGoTo	100000	2	2	0	0	0	0	0
3815	bulk-prototype	CPlane	100000	4	4	0	0	0	0	0
3816	bulk-prototype	CPlayerDef	100000	3	3	0	0	0	0	0
3817	bulk-prototype	CPlayerInventoryDef	100000	3	3	0	0	0	0	0
3818	bulk-prototype	CPlayerMovementDef	100000	3	3	0	0	0	0	0
3819	bulk-prototype	CPreAllocVectorMap<unsigned_long	100000	4	4	0	0	0	0	0
3820	bulk-prototype	CPredicate_And<NScript::CIsThingAlive	100000	1	1	0	0	0	0	0
3821	bulk-prototype	CPredicate_And<NScript::CPredicate_And<NScript::CPredicate_And<NScript::CPredicate_And<NScript::CPredicate_And<NScript::CIsThingAlive	100000	12	12	0	0	0	0	0
3822	bulk-prototype	CPreMeleeDummy	100000	1	1	0	0	0	0	0
3823	bulk-prototype	CPretendGuard	100000	2	2	0	0	0	0	0
3824	bulk-prototype	CPreTransposedBoneMatrix	100000	6	6	0	0	0	0	0
3825	bulk-prototype	CPriorityQueue<CNavigatorAStar::CAStarState*>	100000	1	1	0	0	0	0	0
3826	bulk-prototype	CPrisoner	100000	2	2	0	0	0	0	0
3827	bulk-prototype	CPrisonEscapeGuard	100000	1	1	0	0	0	0	0
3828	bulk-prototype	CPrisonGuard	100000	1	1	0	0	0	0	0
3829	bulk-prototype	CPrisonKeyDoor	100000	1	1	0	0	0	0	0
3830	bulk-prototype	CPrisonRaceGuard	100000	1	1	0	0	0	0	0
3831	bulk-prototype	CPrisonRacer	100000	1	1	0	0	0	0	0
3832	bulk-prototype	CPrisonRaceWarden	100000	1	1	0	0	0	0	0
3833	bulk-prototype	CPrisonRaceWinningPostGuard	100000	1	1	0	0	0	0	0
3834	bulk-prototype	CPrizeScoreDef	100000	3	3	0	0	0	0	0
3835	bulk-prototype	CProgressDisplay	100000	15	15	0	0	0	0	0
3836	bulk-prototype	CProng	100000	2	2	0	0	0	0	0
3837	bulk-prototype	CProphetCage	100000	1	1	0	0	0	0	0
3838	bulk-prototype	CProximityPodium	100000	1	1	0	0	0	0	0
3839	bulk-prototype	CPSCUpdateNormal	100000	6	6	0	0	0	0	0
3840	bulk-prototype	CPuzzleBlockMoon	100000	1	1	0	0	0	0	0
3841	bulk-prototype	CPuzzleBlockSun	100000	1	1	0	0	0	0	0
3842	bulk-prototype	CPW_NecklaceDiggingSpot	100000	1	1	0	0	0	0	0
3843	bulk-prototype	CQ_AmbushTradersScript	100000	26	26	0	0	0	0	0
3844	bulk-prototype	CQ_AwakeningTheOracleScript	100000	1	1	0	0	0	0	0
3845	bulk-prototype	CQ_BanditCampBossBattleScript	100000	3	3	0	0	0	0	0
3846	bulk-prototype	CQ_BanditCampHoldingScriptScript	100000	1	1	0	0	0	0	0
3847	bulk-prototype	CQ_BanditCampScript	100000	6	6	0	0	0	0	0
3848	bulk-prototype	CQ_BountyHuntScript	100000	14	14	0	0	0	0	0
3849	bulk-prototype	CQ_BreakSiegeScript	100000	4	4	0	0	0	0	0
3850	bulk-prototype	CQ_CinemaTestScript	100000	7	7	0	0	0	0	0
3851	bulk-prototype	CQ_DragonBossFightScript	100000	7	7	0	0	0	0	0
3852	bulk-prototype	CQ_FireHeartScript	100000	14	14	0	0	0	0	0
3853	bulk-prototype	CQ_GuildTrainingDepartureScript	100000	1	1	0	0	0	0	0
3854	bulk-prototype	CQ_GuildTrainingMeleeScript	100000	1	1	0	0	0	0	0
3855	bulk-prototype	CQ_GuildTrainingPreMeleeScript	100000	1	1	0	0	0	0	0
3856	bulk-prototype	CQ_GuildTrainingScript	100000	15	15	0	0	0	0	0
3857	bulk-prototype	CQ_GuildTrainingWoodsDepartureScript	100000	2	2	0	0	0	0	0
3858	bulk-prototype	CQ_GuildTrainingWoodsMeleeScript	100000	2	2	0	0	0	0	0
3859	bulk-prototype	CQ_GuildTrainingWoodsWillScript	100000	2	2	0	0	0	0	0
3860	bulk-prototype	CQ_HerosOldHouseScript	100000	1	1	0	0	0	0	0
3861	bulk-prototype	CQ_HeroSoulsArenaScript	100000	4	4	0	0	0	0	0
3862	bulk-prototype	CQ_HeroSoulsGuildmasterScript	100000	3	3	0	0	0	0	0
3863	bulk-prototype	CQ_HeroSoulsNostroScript	100000	3	3	0	0	0	0	0
3864	bulk-prototype	CQ_HeroSoulsScript	100000	5	5	0	0	0	0	0
3865	bulk-prototype	CQ_HeroSoulsThunderScript	100000	1	1	0	0	0	0	0
3866	bulk-prototype	CQ_HobbeCaveScript	100000	8	8	0	0	0	0	0
3867	bulk-prototype	CQ_HobbeToothContestScript	100000	4	4	0	0	0	0	0
3868	bulk-prototype	CQ_HobbeToothWhisper	100000	2	2	0	0	0	0	0
3869	bulk-prototype	CQ_MinionCampScript	100000	13	13	0	0	0	0	0
3870	bulk-prototype	CQ_MinionClifftopChaseScript	100000	4	4	0	0	0	0	0
3871	bulk-prototype	CQ_OakValeBanditRaidScript	100000	5	5	0	0	0	0	0
3872	bulk-prototype	CQ_OpeningGraveyardSecretPassageScript	100000	4	4	0	0	0	0	0
3873	bulk-prototype	CQ_OrchardFarmRaidEvilScript	100000	2	2	0	0	0	0	0
3874	bulk-prototype	CQ_OrchardFarmRaidScript	100000	6	6	0	0	0	0	0
3875	bulk-prototype	CQ_PrisonEscapeRescueMotherScript	100000	5	5	0	0	0	0	0
3876	bulk-prototype	CQ_PrisonRaceScript	100000	1	1	0	0	0	0	0
3877	bulk-prototype	CQ_PrisonWardenGameScript	100000	1	1	0	0	0	0	0
3878	bulk-prototype	CQ_SecretPassageScript	100000	9	9	0	0	0	0	0
3879	bulk-prototype	CQ_SummoningTheShipScript	100000	4	4	0	0	0	0	0
3880	bulk-prototype	CQ_SunnyvaleMasterData	100000	1	1	0	0	0	0	0
3881	bulk-prototype	CQ_SunnyvaleMasterScript	100000	11	11	0	0	0	0	0
3882	bulk-prototype	CQ_TentacleKrakenBossFightScript	100000	3	3	0	0	0	0	0
3883	bulk-prototype	CQ_TraderConflictEvilScript	100000	3	3	0	0	0	0	0
3884	bulk-prototype	CQ_TraderConflictGoodScript	100000	6	6	0	0	0	0	0
3885	bulk-prototype	CQ_TraderEscortScript	100000	5	5	0	0	0	0	0
3886	bulk-prototype	CQ_UndeadRisingScript	100000	3	3	0	0	0	0	0
3887	bulk-prototype	CQ_WaspBossScript	100000	3	3	0	0	0	0	0
3888	bulk-prototype	CQ_WhiteBalverineKnotholeGladeScript	100000	2	2	0	0	0	0	0
3889	bulk-prototype	CQ_WhiteBalverineWWScript	100000	2	2	0	0	0	0	0
3890	bulk-prototype	CQR_EscortTrader_ManagerScript	100000	4	4	0	0	0	0	0
3891	bulk-prototype	CQS_ScytheInfoScript	100000	1	1	0	0	0	0	0
3892	bulk-prototype	CQuadric	100000	10	10	0	0	0	0	0
3893	bulk-prototype	CQuaternion	100000	10	10	0	0	0	0	0
3894	bulk-prototype	CQuestCardDef	100000	3	3	0	0	0	0	0
3895	bulk-prototype	CQuestInfoElement	100000	1	1	0	0	0	0	0
3896	bulk-prototype	CQuestInfoElementCounter	100000	1	1	0	0	0	0	0
3897	bulk-prototype	CQuestInfoElementMiniGameBar	100000	2	2	0	0	0	0	0
3898	bulk-prototype	CQuestInfoElementTimer	100000	1	1	0	0	0	0	0
3899	bulk-prototype	CRaceMarker	100000	1	1	0	0	0	0	0
3900	bulk-prototype	CRadialBlurProcess	100000	1	1	0	0	0	0	0
3901	bulk-prototype	CRandomPopulationCreature	100000	1	1	0	0	0	0	0
3902	bulk-prototype	CRangeCompressor	100000	9	9	0	0	0	0	0
3903	bulk-prototype	CRansomRevenge	100000	2	2	0	0	0	0	0
3904	bulk-prototype	CReactionFrequencyTraits_LinearTime	100000	5	5	0	0	0	0	0
3905	bulk-prototype	CReactionFrequencyTraits_PeriodicFrequency	100000	5	5	0	0	0	0	0
3906	bulk-prototype	CReactionFrequencyTraitsArray	100000	2	2	0	0	0	0	0
