rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
1126	quick-closure	CDrawTargetInfo	199040	4	3	1	0	0	0	0
1127	quick-closure	CExpressionDef	199040	4	3	1	0	0	0	0
1128	quick-closure	CFadeInFadeOutBase	199040	4	3	1	0	0	0	0
1129	quick-closure	CFontManager	199040	4	3	1	0	0	0	0
1130	quick-closure	CGameDefinitionManager	199040	4	3	1	0	0	0	0
1131	quick-closure	CGroupEntry	199040	4	3	1	0	0	0	0
1132	quick-closure	CLadyGreyWifeManagerScript	199040	4	3	1	0	0	0	0
1133	quick-closure	CLensFlareElementDef	199040	4	3	1	0	0	0	0
1134	quick-closure	CLocalDetailObjectCollectionType	199040	4	3	1	0	0	0	0
1135	quick-closure	CMemoryBlock	199040	4	3	1	0	0	0	0
1136	quick-closure	COpinionReactionManagerDef	199040	4	3	1	1	0	0	0
1137	quick-closure	COpinionSourceDef	199040	4	3	1	0	0	0	0
1138	quick-closure	CParticle	199040	4	3	1	0	0	0	0
1139	quick-closure	CPixelShaderData	199040	4	3	1	0	0	0	0
1140	quick-closure	CPlayerGuiDef	199040	4	3	1	0	0	0	0
1141	quick-closure	CRumbleDef	199040	4	3	1	0	0	0	0
1142	quick-closure	CScreenMessage	199040	4	3	1	0	0	0	0
1143	quick-closure	CSkeletalMorphs	199040	4	3	1	1	0	0	0
1144	quick-closure	CSpecialAbilitiesLightningSpellDef	199040	4	3	1	0	0	0	0
1145	quick-closure	CV_TravellingHeroesScript	199040	4	3	1	0	0	0	0
1146	quick-closure	CVertexShader	199040	4	3	1	0	0	0	0
1147	quick-closure	CGameCameraManager	198760	76	74	2	1	0	0	0
1148	quick-closure	CManager	198730	73	71	2	0	0	0	0
1149	quick-closure	CComponent	198530	53	51	2	2	0	0	0
1150	quick-closure	CHandleBasedMemoryPool	198500	50	48	2	2	0	0	0
1151	quick-closure	CEngineWaterRenderer	198490	49	47	2	1	0	0	0
1152	quick-closure	CParticleSystem	198450	45	43	2	2	0	0	0
1153	quick-closure	CDefinitionManager	198440	144	141	3	2	0	0	0
1154	quick-closure	CList	198430	43	41	2	0	0	0	0
1155	quick-closure	CSubtitleRenderer	198430	43	41	2	1	0	0	0
1156	quick-closure	CChunkedFileChunk	198380	38	36	2	1	0	0	0
1157	quick-closure	CTCInventoryBase	198350	135	132	3	2	0	0	0
1158	quick-closure	CScriptGameResourceObjectScriptedThing	198340	34	32	2	0	0	0	0
1159	quick-closure	CCombatManager	198330	33	31	2	2	0	0	0
1160	quick-closure	CRenderManager2D	198280	28	26	2	1	0	0	0
1161	quick-closure	CVertexBufferWin32	198280	28	26	2	2	0	0	0
1162	quick-closure	CGroundNavigatorExternalInterface	198270	27	25	2	0	0	0	0
1163	quick-closure	CRenderManagerCore	198270	27	25	2	0	0	0	0
1164	quick-closure	CCombatSequenceBase	198250	25	23	2	1	0	0	0
1165	quick-closure	CTCTavernGameCardBase	198250	25	23	2	0	0	0	0
1166	quick-closure	CEngineSkyRenderer	198240	24	22	2	1	0	0	0
1167	quick-closure	CSpellContainerList	198240	24	22	2	0	0	0	0
1168	quick-closure	C3DPrimitive2	198230	23	21	2	0	0	0	0
1169	quick-closure	CJoystickDX	198230	23	21	2	1	0	0	0
1170	quick-closure	CEnvironment	198220	22	20	2	1	0	0	0
1171	quick-closure	CNavNavigableLeafNode	198220	22	20	2	0	0	0	0
1172	quick-closure	COptimisedPrimitive	198210	21	19	2	1	0	0	0
1173	quick-closure	CSystemManager	198200	20	18	2	0	0	0	0
1174	quick-closure	CCompressorZlib	198190	19	17	2	1	0	0	0
1175	quick-closure	CMemoryFile	198190	19	17	2	0	0	0	0
1176	quick-closure	CNavSwitchableLeafNode	198190	19	17	2	0	0	0	0
1177	quick-closure	C3DMeshStats	198180	18	16	2	0	0	0	0
1178	quick-closure	CV_FisticuffsClubScript	198180	18	16	2	0	0	0	0
1179	quick-closure	CMemoryDataOutputStream	198160	16	14	2	0	0	0	0
1180	quick-closure	COpinionReactionManager	198160	16	14	2	1	0	0	0
1181	quick-closure	CRenderTarget	198160	16	14	2	0	0	0	0
1182	quick-closure	CCombatAction_GenericStrikeResponseBase	198150	15	13	2	0	0	0	0
1183	quick-closure	CEnginePrimitiveManagerRepeatedStaticMeshes	198150	15	13	2	1	0	0	0
1184	quick-closure	CEnginePrimitiveRenderer2D	198150	15	13	2	1	0	0	0
1185	quick-closure	CGameEventPackage	198150	15	13	2	0	0	0	0
1186	quick-closure	CNavBlockedQuadTreeNode	198150	15	13	2	0	0	0	0
1187	quick-closure	CRegionMinimap	198150	15	13	2	0	0	0	0
1188	quick-closure	CAIStateGroup_GoToBed	198140	14	12	2	0	0	0	0
1189	quick-closure	CBrainOutput	198140	14	12	2	0	0	0	0
1190	quick-closure	CClickable	198140	14	12	2	0	0	0	0
1191	quick-closure	CDisplayEngine	198140	14	12	2	1	0	0	0
1192	quick-closure	CCreatureAction_RiseUp	198130	13	11	2	0	0	0	0
1193	quick-closure	CAIStateGroup_Guildmaster	198120	12	10	2	0	0	0	0
1194	quick-closure	CCreatureAction_UseObject	198120	12	10	2	0	0	0	0
1195	quick-closure	CGPUScratchBufferTextureManager	198120	12	10	2	0	0	0	0
1196	quick-closure	CTCUserActionPointBase	198120	12	10	2	1	0	0	0
1197	quick-closure	CVolumeTexture	198120	12	10	2	0	0	0	0
1198	quick-closure	CQ_WizardBattleScript	198110	11	9	2	0	0	0	0
1199	quick-closure	CSprite	198110	11	9	2	1	0	0	0
1200	quick-closure	C3DAnimFileObjectChunk	198100	10	8	2	0	0	0	0
1201	quick-closure	CBriarRose	198100	10	8	2	0	0	0	0
1202	quick-closure	CCombatAction_GenericStrikeResponseKnockdownRecoverBase	198100	10	8	2	0	0	0	0
1203	quick-closure	CCreatureAction_DragonFlight	198100	10	8	2	0	0	0	0
1204	quick-closure	CDefStringTable	198100	10	8	2	2	0	0	0
1205	quick-closure	CEnginePrimitiveManagerParticleSpriteGroup	198100	10	8	2	0	0	0	0
1206	quick-closure	CResourceList	198100	10	8	2	0	0	0	0
1207	quick-closure	CSlider	198100	10	8	2	1	0	0	0
1208	quick-closure	CTriangleStripifier2	198100	10	8	2	2	0	0	0
1209	quick-closure	CV_SwordInTheStoneScript	198100	10	8	2	0	0	0	0
1210	quick-closure	CCombatAction_KickThingOnGround	198090	9	7	2	0	0	0	0
1211	quick-closure	CCreatureAction_ScorpionChargeInto	198090	9	7	2	1	0	0	0
1212	quick-closure	CEnginePrimitiveManagerParticleGroup	198090	9	7	2	1	0	0	0
1213	quick-closure	CEnginePrimitiveManagerParticleLineGroup	198090	9	7	2	0	0	0	0
1214	quick-closure	CEnginePrimitiveManagerSpriteTrails	198090	9	7	2	0	0	0	0
1215	quick-closure	CFontDataBankEntry	198090	9	7	2	0	0	0	0
1216	quick-closure	CModeDragonRearUp	198090	9	7	2	0	0	0	0
1217	quick-closure	CRedefinerList	198090	9	7	2	2	0	0	0
1218	quick-closure	CScrollingViewport	198090	9	7	2	0	0	0	0
1219	quick-closure	CThingMap	198090	9	7	2	0	0	0	0
1220	quick-closure	WaypointData	198090	9	7	2	0	0	0	0
1221	quick-closure	CActionTalkBase	198080	8	6	2	1	0	0	0
1222	quick-closure	CAIStateGroup_GazeAtHome	198080	8	6	2	0	0	0	0
1223	quick-closure	CCreatureAction_CastWillEnflameSpell	198080	8	6	2	0	0	0	0
1224	quick-closure	CCreatureAction_ReleaseAndLoopDivineWrathSpell	198080	8	6	2	0	0	0	0
1225	quick-closure	CCreatureAction_StabbedToDeath	198080	8	6	2	0	0	0	0
1226	quick-closure	CCreatureAction_SummonerFlameSlice	198080	8	6	2	0	0	0	0
1227	quick-closure	CEngineOcclusionManager	198080	8	6	2	1	0	0	0
1228	quick-closure	CEnginePrimitiveManagerDecal	198080	8	6	2	0	0	0	0
1229	quick-closure	CMouseCursor	198080	8	6	2	1	0	0	0
1230	quick-closure	CQ_NewOakValeIntroScript	198080	8	6	2	0	0	0	0
1231	quick-closure	CTCShotDefinitionProjectile	198080	8	6	2	0	0	0	0
1232	quick-closure	C3DAnimFileSequenceChunk	198070	7	5	2	0	0	0	0
1233	quick-closure	C3DMeshFileDummyObjectChunk	198070	7	5	2	0	0	0	0
1234	quick-closure	C3DMeshFileMapChunk	198070	7	5	2	0	0	0	0
1235	quick-closure	CAFile	198070	7	5	2	1	0	0	0
1236	quick-closure	CCreatureAction_DragonFireBlastBase	198070	7	5	2	0	0	0	0
1237	quick-closure	CCreatureAction_FinishFireballSpell	198070	7	5	2	0	0	0	0
1238	quick-closure	CCreatureAction_PlayCombatAnimation	198070	7	5	2	0	0	0	0
1239	quick-closure	CEnginePrimitiveManagerLines	198070	7	5	2	0	0	0	0
1240	quick-closure	CEnginePrimitiveManagerText	198070	7	5	2	0	0	0	0
1241	quick-closure	CMapInfo	198070	7	5	2	0	0	0	0
1242	quick-closure	CModeBriarRoseConcentrate	198070	7	5	2	0	0	0	0
1243	quick-closure	CTCGraphicAppearanceReplaceableMesh	198070	7	5	2	0	0	0	0
1244	quick-closure	CTextSlider	198070	7	5	2	1	0	0	0
1245	quick-closure	CCreatureAction_BuildUpDivineWrathSpell	198060	6	4	2	0	0	0	0
1246	quick-closure	CCreatureAction_CastSkillMultiArrow	198060	6	4	2	0	0	0	0
1247	quick-closure	CCreatureAction_CastStrengthMultiStrike	198060	6	4	2	0	0	0	0
1248	quick-closure	CCreatureAction_DragonTakeOffIntoFlying	198060	6	4	2	0	0	0	0
1249	quick-closure	CCreatureAction_GetInBed	198060	6	4	2	0	0	0	0
1250	quick-closure	CCreatureAction_SheatheItemToInventory	198060	6	4	2	0	0	0	0
1251	quick-closure	CCreatureAction_ShowTrophy	198060	6	4	2	0	0	0	0
1252	quick-closure	CExclusiveAssert	198060	6	4	2	2	0	0	0
1253	quick-closure	CModeChargeForcePush	198060	6	4	2	0	0	0	0
1254	quick-closure	CModeJackOfBladesFlash	198060	6	4	2	0	0	0	0
1255	quick-closure	CMultiStaticMeshEntryDef	198060	6	4	2	0	0	0	0
1256	quick-closure	COpinionDeedReactionDef	198060	6	4	2	0	0	0	0
1257	quick-closure	CResourceBank	198060	6	4	2	0	0	0	0
1258	quick-closure	CSpecialAbilitiesDivineWrathDef	198060	6	4	2	0	0	0	0
1259	quick-closure	CTrophyDef	198060	6	4	2	0	0	0	0
1260	quick-closure	CCreatureAction_BanditKingStuckGetHit	198050	5	3	2	0	0	0	0
1261	quick-closure	CCreatureAction_CastWillDrainLifeSpell	198050	5	3	2	0	0	0	0
1262	quick-closure	CCreatureAction_DragonBurninateInto	198050	5	3	2	0	0	0	0
1263	quick-closure	CCreatureAction_ProjectileCrouch	198050	5	3	2	0	0	0	0
1264	quick-closure	CCreatureAction_UnsheatheToShowToSheatheTrophy	198050	5	3	2	0	0	0	0
1265	quick-closure	CDrawMeleeActionButtonEffects	198050	5	3	2	0	0	0	0
1266	quick-closure	CEngineLocalDetailLayerDef	198050	5	3	2	0	0	0	0
1267	quick-closure	CEngineSceneMap	198050	5	3	2	1	0	0	0
1268	quick-closure	CEntitySoundDef	198050	5	3	2	0	0	0	0
1269	quick-closure	CHeroStatsDef	198050	5	3	2	0	0	0	0
1270	quick-closure	CModeDragonFireBeam	198050	5	3	2	0	0	0	0
1271	quick-closure	CModeDragonStrafeBurninate	198050	5	3	2	0	0	0	0
1272	quick-closure	CModeDrained	198050	5	3	2	0	0	0	0
1273	quick-closure	CModeIceTrollGroundSmashIcicleAssault	198050	5	3	2	0	0	0	0
1274	quick-closure	CShopItemDef	198050	5	3	2	0	0	0	0
1275	quick-closure	CTCGraphicAppearanceMultipleStaticMeshes	198050	5	3	2	0	0	0	0
1276	quick-closure	CTCGraphicAppearanceSprite	198050	5	3	2	1	0	0	0
1277	quick-closure	CTextureReplacementDef	198050	5	3	2	2	0	0	0
1278	quick-closure	CTimer	198050	5	3	2	0	0	0	0
1279	quick-closure	CViewport	198050	5	3	2	0	0	0	0
1280	quick-closure	TeleportData	198050	5	3	2	0	0	0	0
1281	quick-closure	C3DSkeletalMorph	198040	4	2	2	0	0	0	0
1282	quick-closure	CChestDef	198040	4	2	2	2	0	0	0
1283	quick-closure	CCreatureAction_ActivateZTarget	198040	4	2	2	0	0	0	0
1284	quick-closure	CCreatureAction_AimMissileWeapon	198040	4	2	2	0	0	0	0
1285	quick-closure	CCreatureAction_BuildHealLifeSpell	198040	4	2	2	0	0	0	0
1286	quick-closure	CCreatureAction_CastWillHealLifeSpell	198040	4	2	2	0	0	0	0
1287	quick-closure	CCreatureAction_CastWillTurncoatSpell	198040	4	2	2	0	0	0	0
1288	quick-closure	CCreatureAction_DowseFire	198040	4	2	2	0	0	0	0
1289	quick-closure	CCreatureAction_FireMissileTest	198040	4	2	2	0	0	0	0
1290	quick-closure	CCreatureAction_SendMessage	198040	4	2	2	0	0	0	0
1291	quick-closure	CCreatureAction_ShopkeeperGetOut	198040	4	2	2	0	0	0	0
1292	quick-closure	CDarkwoodTrader	198040	4	2	2	0	0	0	0
1293	quick-closure	CEventReceivedItem	198040	4	2	2	0	0	0	0
1294	quick-closure	CMesh	198040	4	2	2	0	0	0	0
1295	quick-closure	CModeBriarRoseTeleportInvulnerable	198040	4	2	2	0	0	0	0
1296	quick-closure	CModeIntangible	198040	4	2	2	0	0	0	0
1297	quick-closure	CModeJackOfBladesFloat	198040	4	2	2	0	0	0	0
1298	quick-closure	CNoise	198040	4	2	2	0	0	0	0
1299	quick-closure	CShaderRenderManager	197790	79	76	3	2	0	0	0
1300	quick-closure	CSurface	197470	47	44	3	1	0	0	0
1301	quick-closure	CFrontEndManager	197400	40	37	3	2	0	0	0
1302	quick-closure	CInputEvent	197330	33	30	3	2	0	0	0
1303	quick-closure	CItem	197320	32	29	3	0	0	0	0
1304	quick-closure	CTexture	197320	32	29	3	2	0	0	0
1305	quick-closure	CScriptBase	197310	31	28	3	3	0	0	0
1306	quick-closure	CAnimateThing	197300	30	27	3	3	0	0	0
1307	quick-closure	CInputProcessManager	197270	27	24	3	0	0	0	0
1308	quick-closure	CViewBase	197250	25	22	3	3	0	0	0
1309	quick-closure	CEngineWorldMap	197230	23	20	3	3	0	0	0
1310	quick-closure	CQ_HangingTreeGoodScript	197210	21	18	3	0	0	0	0
1311	quick-closure	CEnvironmentSpellEffectInterface	197200	20	17	3	0	0	0	0
1312	quick-closure	CAIStateGroup_JackOfBladesBase	197190	19	16	3	0	0	0	0
1313	quick-closure	CDiskFileWin32	197160	16	13	3	0	0	0	0
1314	quick-closure	CHitParameters	197160	16	13	3	0	0	0	0
1315	quick-closure	CVillageTaskHorn	197160	16	13	3	0	0	0	0
1316	quick-closure	CActionSummonerLightningAttackTarget	197150	15	12	3	2	0	0	0
1317	quick-closure	CDrawGuildSeal	197130	13	10	3	2	0	0	0
1318	quick-closure	CEngineClothSimulationMeshBase	197130	13	10	3	2	0	0	0
1319	quick-closure	CEngineWaterBackgroundSubPatch	197130	13	10	3	0	0	0	0
1320	quick-closure	CCombatAction_ControlledStrafeJump	197120	12	9	3	0	0	0	0
1321	quick-closure	CCombatAction_GenericStrikeResponseKnockdown	197120	12	9	3	0	0	0	0
1322	quick-closure	CCreatureAction_TrollThrowProjectile	197120	12	9	3	0	0	0	0
1323	quick-closure	CDynamicList	197120	12	9	3	1	0	0	0
1324	quick-closure	CEnginePrimitiveManager2DSprites	197120	12	9	3	0	0	0	0
1325	quick-closure	CMenuEntry	197120	12	9	3	1	0	0	0
1326	quick-closure	CScriptModuleTransitionBetweenPoints	197120	12	9	3	0	0	0	0
1327	quick-closure	CAIStateGroup_SummonerCharge	197110	11	8	3	0	0	0	0
1328	quick-closure	CCreatureAction_PerformExpression	197110	11	8	3	0	0	0	0
1329	quick-closure	CCreatureAction_TrollWhackGroundBase	197110	11	8	3	3	0	0	0
1330	quick-closure	CMusicManager	197110	11	8	3	3	0	0	0
1331	quick-closure	CBasicString<char>	197100	10	7	3	0	0	0	0
1332	quick-closure	CBlendedEnvironmentTheme	197100	10	7	3	0	0	0	0
1333	quick-closure	CScriptDefinitionManager	197100	10	7	3	2	0	0	0
1334	quick-closure	CCamera	197090	9	6	3	0	0	0	0
1335	quick-closure	CCreatureAction_BanditKingStuck	197090	9	6	3	0	0	0	0
1336	quick-closure	CCreatureAction_GetOutOfBed	197090	9	6	3	0	0	0	0
1337	quick-closure	CEnginePrimitive2DText	197090	9	6	3	0	0	0	0
1338	quick-closure	C3DMeshFileTransformationChunk	197080	8	5	3	0	0	0	0
1339	quick-closure	CCombatAction_GenericResponseToExplosion	197080	8	5	3	0	0	0	0
1340	quick-closure	CCreatureAction_ActivateQuest	197080	8	5	3	0	0	0	0
1341	quick-closure	CCreatureAction_TeleportOut	197080	8	5	3	0	0	0	0
1342	quick-closure	CModeHoverBase	197080	8	5	3	3	0	0	0
1343	quick-closure	CPreallocTexturePool	197080	8	5	3	0	0	0	0
1344	quick-closure	CProjectileWeapon	197080	8	5	3	0	0	0	0
1345	quick-closure	CVertexGroupBlockOptimiser	197080	8	5	3	3	0	0	0
1346	quick-closure	CAIStateGroup_MoveGoodsBase	197070	7	4	3	0	0	0	0
1347	quick-closure	CConsoleCommandBase	197070	7	4	3	0	0	0	0
1348	quick-closure	CCreatureAction_CastStrengthMultiStrikeProper	197070	7	4	3	0	0	0	0
1349	quick-closure	CCreatureAction_UnsheatheItemFromInventory	197070	7	4	3	0	0	0	0
1350	quick-closure	CModeCreatureIsProjectile	197070	7	4	3	0	0	0	0
1351	quick-closure	CTCShotDefinitionMultiArrow	197070	7	4	3	1	0	0	0
1352	quick-closure	CActionMoveTo	197060	6	3	3	0	0	0	0
1353	quick-closure	CAIStateGroup_FlyingThingBase	197060	6	3	3	1	0	0	0
1354	quick-closure	CCreatureAction_BriarRoseForcePush	197060	6	3	3	0	0	0	0
1355	quick-closure	CCreatureAction_CastTimeSpell	197060	6	3	3	0	0	0	0
1356	quick-closure	CCreatureAction_CastWillForceSpell	197060	6	3	3	0	0	0	0
1357	quick-closure	CCreatureAction_CastWillLightningSpell	197060	6	3	3	0	0	0	0
1358	quick-closure	CCreatureAction_GiveItemToThing	197060	6	3	3	0	0	0	0
1359	quick-closure	CInterestingToVillagersDef	197060	6	3	3	0	0	0	0
1360	quick-closure	COpinionTransientOffset	197060	6	3	3	0	0	0	0
1361	quick-closure	CRegionDef	197060	6	3	3	0	0	0	0
1362	quick-closure	CShoveHaPennyRegionDef	197060	6	3	3	0	0	0	0
1363	quick-closure	CSoundDef	197060	6	3	3	0	0	0	0
1364	quick-closure	pair<long	197060	6	3	3	0	0	0	0
1365	quick-closure	CActionTalkToThing	197050	5	2	3	0	0	0	0
1366	quick-closure	CCreatureAction_DeclarePlayerACriminal	197050	5	2	3	0	0	0	0
1367	quick-closure	CModeDragonFlying	197050	5	2	3	0	0	0	0
1368	quick-closure	CVsyncCallbackTimer	197050	5	2	3	1	0	0	0
1369	quick-closure	C3DSkeletalMorphParameter	197040	4	1	3	0	0	0	0
1370	quick-closure	CCreatureAction_PutDownTankard	197040	4	1	3	0	0	0	0
1371	quick-closure	CEngineScenePrimitiveStatsEnumerator	197040	4	1	3	0	0	0	0
1372	quick-closure	CModeDragonHover	197040	4	1	3	0	0	0	0
1373	quick-closure	Coin	197040	4	1	3	0	0	0	0
1374	quick-closure	CQuestInfoElementBar	197040	4	1	3	0	0	0	0
1375	quick-closure	CV_BanditCampPathScript	197040	4	1	3	0	0	0	0
1376	quick-closure	CCreatureActionBase	197020	102	98	4	0	0	0	0
1377	quick-closure	CCombatActionBase	196720	72	68	4	0	0	0	0
1378	quick-closure	CTCGraphicAppearance	196600	60	56	4	4	0	0	0
1379	quick-closure	CCategory	196520	52	48	4	1	0	0	0
1380	quick-closure	CCreatureAction_FireMissileWeapon	196510	51	47	4	1	0	0	0
1381	quick-closure	CScriptGameResourceObjectScriptedThingBase	196400	40	36	4	0	0	0	0
1382	quick-closure	CEngineSceneGrid	196350	35	31	4	4	0	0	0
1383	quick-closure	CStringParser	196340	34	30	4	2	0	0	0
1384	quick-closure	CWADFile	196240	24	20	4	0	0	0	0
1385	quick-closure	CResource	196230	23	19	4	0	0	0	0
1386	quick-closure	C3DMeshFileBoneChunk	196150	15	11	4	0	0	0	0
1387	quick-closure	CCreatureAction_InterruptableMidAttackAutoTurn	196150	15	11	4	0	0	0	0
1388	quick-closure	CSymbolMap	196150	15	11	4	4	0	0	0
1389	quick-closure	CV_ArcheryCompetitionScript	196150	15	11	4	0	0	0	0
1390	quick-closure	CAnimationEntry	196140	14	10	4	1	0	0	0
1391	quick-closure	CEnginePrimitiveManager	196130	13	9	4	1	0	0	0
1392	quick-closure	CCreatureAction_LeapLong	196120	12	8	4	0	0	0	0
1393	quick-closure	CEnginePrimitiveManager2DAnimatedMeshes	196110	11	7	4	0	0	0	0
1394	quick-closure	CMemoryDataInputStream	196110	11	7	4	0	0	0	0
1395	quick-closure	CScriptModuleBase	196110	11	7	4	0	0	0	0
1396	quick-closure	CAnimationSet	196100	10	6	4	1	0	0	0
1397	quick-closure	CBossDef	196100	10	6	4	0	0	0	0
1398	quick-closure	CEngineScene	196100	10	6	4	4	0	0	0
1399	quick-closure	CAbilityTrackDef	196080	8	4	4	0	0	0	0
1400	quick-closure	CCombatAction_WillEnflameInto	196080	8	4	4	0	0	0	0
1401	quick-closure	CConsoleVariable	196080	8	4	4	0	0	0	0
1402	quick-closure	CCreatureAction_CastPhysicalShieldSpell	196080	8	4	4	0	0	0	0
1403	quick-closure	CMessageEventFilter_IsOriginatedByThing	196080	8	4	4	0	0	0	0
1404	quick-closure	CCreatureAction_CastAssassinRush	196070	7	3	4	0	0	0	0
1405	quick-closure	CCreatureAction_CastWillGhostSwordSpell	196070	7	3	4	0	0	0	0
1406	quick-closure	CCreatureAction_SheatheWeapons	196070	7	3	4	0	0	0	0
1407	quick-closure	CQuickAccessItemButtonGuiDef	196070	7	3	4	0	0	0	0
1408	quick-closure	CSpecialAbilitiesBattleChargeDef	196070	7	3	4	0	0	0	0
1409	quick-closure	CSpecialAbilitiesSummonSpellDef	196070	7	3	4	0	0	0	0
1410	quick-closure	CCreatureAction_SummonCreatures	196060	6	2	4	0	0	0	0
1411	quick-closure	CEngineClothSimulation2DAnimatedMesh	196060	6	2	4	0	0	0	0
1412	quick-closure	CParticleUpdateParameters<unsigned_long	196060	6	2	4	0	0	0	0
1413	quick-closure	CThingCompare_BestForTargeting2	196060	6	2	4	2	0	0	0
1414	quick-closure	CCombatAction_GenericStrikeResponse	196050	5	1	4	0	0	0	0
1415	quick-closure	CControllerDisconnect	196050	5	1	4	0	0	0	0
1416	quick-closure	CDraggableInto	196050	5	1	4	1	0	0	0
1417	quick-closure	CDynamicObjectHeapBase	196050	5	1	4	3	0	0	0
1418	quick-closure	CEngineVSConstantLayoutLights	196050	5	1	4	0	0	0	0
1419	quick-closure	CScrollBarOutside	196050	5	1	4	1	0	0	0
1420	quick-closure	C3DDummyObject	196040	4	0	4	0	0	0	0
1421	quick-closure	CActiveDialogueInfo	196040	4	0	4	0	0	0	0
1422	quick-closure	CBinaryTree_Alt	196040	4	0	4	4	0	0	0
1423	quick-closure	CDefendingCombatantInfo	196040	4	0	4	3	0	0	0
1424	quick-closure	CEnginePrimitive2DSprite	196040	4	0	4	0	0	0	0
1425	quick-closure	CEngineSubPrimitiveBase	196040	4	0	4	0	0	0	0
1426	quick-closure	CPersistContextReadSection	196040	4	0	4	0	0	0	0
1427	quick-closure	CRedBlackTree	196040	4	0	4	4	0	0	0
1428	quick-closure	CRegister	196040	4	0	4	0	0	0	0
1429	quick-closure	CTargetPoint	196040	4	0	4	0	0	0	0
1430	quick-closure	CTCInterface	196040	4	0	4	4	0	0	0
1431	quick-closure	CThingFilter_SolidToThing	196040	4	0	4	0	0	0	0
1432	quick-closure	DynamicListEntry	196040	4	0	4	4	0	0	0
1433	quick-closure	NPlayerGui::CCrimeStatBar	196040	4	0	4	4	0	0	0
1434	quick-closure	pair<CCharString,CSymbolMap	196040	4	0	4	0	0	0	0
1435	quick-closure	pair<NParticleEngine::EPSCType,NParticleEngine	196040	4	0	4	0	0	0	0
1436	quick-closure	PKCBufferedReader	196040	4	0	4	4	0	0	0
1437	quick-closure	std::_Iterator_base12	196040	4	0	4	4	0	0	0
1438	quick-closure	std::map<long,?>	196040	4	0	4	4	0	0	0
1439	quick-closure	std::vector<uint>	196040	4	0	4	4	0	0	0
1440	quick-closure	vector<long,std	196040	4	0	4	0	0	0	0
1441	quick-closure	CEditControlCentre	195340	34	29	5	5	0	0	0
1442	quick-closure	CFileInstaller	195230	23	18	5	4	0	0	0
1443	quick-closure	C3DMeshObject	195170	17	12	5	1	0	0	0
1444	quick-closure	CVideoSys	195170	17	12	5	4	0	0	0
1445	quick-closure	CRandomAppearanceMorph	195140	14	9	5	4	0	0	0
1446	quick-closure	CTattooDef	195140	14	9	5	0	0	0	0
1447	quick-closure	CShaderResource	195130	13	8	5	2	0	0	0
1448	quick-closure	CCreatureAction_PlayAnimation	195120	12	7	5	0	0	0	0
1449	quick-closure	C3DAnimFileXSequenceChunk	195110	11	6	5	0	0	0	0
1450	quick-closure	CCreatureAction_PlayIntoLoopOutOfAnimation	195090	9	4	5	0	0	0	0
1451	quick-closure	CHeroExperienceDef	195090	9	4	5	3	0	0	0
1452	quick-closure	CHeroMorphDef	195090	9	4	5	1	0	0	0
1453	quick-closure	CThingBaseDef	195090	9	4	5	4	0	0	0
1454	quick-closure	CV_MurderTwistFinalScript	195090	9	4	5	0	0	0	0
1455	quick-closure	CCombatAbilityStrafeDef	195080	8	3	5	1	0	0	0
1456	quick-closure	CTextContainer	195080	8	3	5	0	0	0	0
1457	quick-closure	SExpSpendUndo	195080	8	3	5	0	0	0	0
1458	quick-closure	CEventDied	195070	7	2	5	0	0	0	0
1459	quick-closure	CEngineInterpolationInfo	195060	6	1	5	0	0	0	0
1460	quick-closure	`anonymous_namespace'	195050	5	0	5	5	0	0	0
1461	quick-closure	C3DPositionInterpolator	195050	5	0	5	0	0	0	0
1462	quick-closure	CAudioSource	195050	5	0	5	5	0	0	0
1463	quick-closure	CEntry	195050	5	0	5	0	0	0	0
1464	quick-closure	CLight	195050	5	0	5	5	0	0	0
1465	quick-closure	CModeCrouch	195050	5	0	5	0	0	0	0
1466	quick-closure	CObjectAugmentationParticleSet	195050	5	0	5	2	0	0	0
1467	quick-closure	CRegisteredTCInfo	195050	5	0	5	0	0	0	0
1468	quick-closure	CUIMiniMapMarker	195050	5	0	5	0	0	0	0
1469	quick-closure	NScript::CQ_GuildTrainingSkillScript	195050	5	0	5	5	0	0	0
