address	category	current	proposed
009532d0	agree	?IsKnockdownStrike@CCreatureAction_SnapDragonFast@@UBE_NXZ	?IsKnockdownStrike@CCreatureAction_SnapDragonFast@@UBE_NXZ
009532e0	agree	?IsToFaceMovementDirection@CCreatureAction_SnapDragonFast@@UBE_NXZ	?IsToFaceMovementDirection@CCreatureAction_SnapDragonFast@@UBE_NXZ
009533d0	agree	?IsMovementUsingPhysics@CCreatureAction_DragonLand@@UBE_NXZ	?IsMovementUsingPhysics@CCreatureAction_DragonLand@@UBE_NXZ
00953460	agree	?IsMovementUsingPhysics@CCreatureAction_DragonTakeOffIntoFlying@@UBE_NXZ	?IsMovementUsingPhysics@CCreatureAction_DragonTakeOffIntoFlying@@UBE_NXZ
00953590	agree	?IsMovementUsingPhysics@CCreatureAction_DragonHoverOutOf@@UBE_NXZ	?IsMovementUsingPhysics@CCreatureAction_DragonHoverOutOf@@UBE_NXZ
009536c0	agree	?IsPreventingLookTurning@CCreatureAction_DragonFireBlastBase@@UBE_NXZ	?IsPreventingLookTurning@CCreatureAction_DragonFireBlastBase@@UBE_NXZ
00953880	agree	?IsUsingAnimationMovement@CCreatureAction_DragonBurninateInto@@UBE_NXZ	?IsUsingAnimationMovement@CCreatureAction_DragonBurninateInto@@UBE_NXZ
00953a80	agree	?Clone@CCreatureAction_DragonRearUpFull@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonRearUpFull@@UBEPAVCCreatureActionBase@@XZ
00953ad0	agree	?Clone@CCreatureAction_SnapDragon@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_SnapDragon@@UBEPAVCCreatureActionBase@@XZ
00953b00	agree	?Clone@CCreatureAction_SnapDragonFast@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_SnapDragonFast@@UBEPAVCCreatureActionBase@@XZ
00953b30	agree	?Clone@CCreatureAction_DragonRoar@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonRoar@@UBEPAVCCreatureActionBase@@XZ
00953b60	agree	?Clone@CCreatureAction_DragonLand@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonLand@@UBEPAVCCreatureActionBase@@XZ
00953b90	agree	?Clone@CCreatureAction_DragonTakeOffIntoFlying@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonTakeOffIntoFlying@@UBEPAVCCreatureActionBase@@XZ
00953c90	agree	?Clone@CCreatureAction_DragonHoverInto@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonHoverInto@@UBEPAVCCreatureActionBase@@XZ
00953cc0	agree	?Clone@CCreatureAction_DragonHoverOutOf@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonHoverOutOf@@UBEPAVCCreatureActionBase@@XZ
00953cf0	agree	?Clone@CCreatureAction_DragonFireBeamInto@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonFireBeamInto@@UBEPAVCCreatureActionBase@@XZ
00953d30	agree	?Clone@CCreatureAction_DragonFireBlastLeft@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonFireBlastLeft@@UBEPAVCCreatureActionBase@@XZ
00953dc0	agree	?Clone@CCreatureAction_DragonBurninateInto@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonBurninateInto@@UBEPAVCCreatureActionBase@@XZ
00953eb0	agree	?Clone@CCreatureAction_DragonFireBlastForward@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DragonFireBlastForward@@UBEPAVCCreatureActionBase@@XZ
00953f60	disagree	Initialise	?Initialise@CAIStateGroup_MazeTeleport@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00953f70	agree	?Initialise@CAIStateGroup_MazeRangedCombat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_MazeRangedCombat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00953fa0	agree	?Initialise@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00953fe0	agree	?Initialise@CAIStateGroup_MazeTutorialBattleTeleport@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_MazeTutorialBattleTeleport@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00954040	agree	?Initialise@CAIStateGroup_MazeTutorialBattleRespondToLightning@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_MazeTutorialBattleRespondToLightning@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00954080	agree	?Initialise@CAIStateGroup_MazeTutorialBattleUseShield@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_MazeTutorialBattleUseShield@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
009540c0	disagree	Cleanup	?OnReplace@CAIStateGroup_MazeBase@@UAEXXZ
009540f0	disagree	OnActivate	?OnActivate@CAIStateGroup_MazeBase@@UAEXXZ
00954150	disagree	OnActivate	?OnActivate@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXXZ
00954190	disagree	OnActivate	?OnActivate@CAIStateGroup_MazeTutorialBattle@@UAEXXZ
009541e0	disagree	OnActivate	?OnActivate@CAIStateGroup_MazeTutorialBattleTeleport@@UAEXXZ
009543b0	agree	?IsRunnable@CAIStateGroup_MazeTeleport@@UAE_NXZ	?IsRunnable@CAIStateGroup_MazeTeleport@@UAE_NXZ
00954410	agree	?OnActivate@CAIStateGroup_MazeTeleport@@UAEXXZ	?OnActivate@CAIStateGroup_MazeTeleport@@UAEXXZ
00954470	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeRangedCombat@@UAE_NXZ
00954630	agree	?OnActivate@CAIStateGroup_MazeRangedCombat@@UAEXXZ	?OnActivate@CAIStateGroup_MazeRangedCombat@@UAEXXZ
00954690	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeShieldedChase@@UAE_NXZ
009547d0	disagree	OnActivate	?OnActivate@CAIStateGroup_MazeShieldedChase@@UAEXXZ
00954900	agree	?Cleanup@CAIStateGroup_MazeShieldedChase@@UAEXXZ	?Cleanup@CAIStateGroup_MazeShieldedChase@@UAEXXZ
00954980	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeDefensiveMeleeCombat@@UAE_NXZ
00954a20	agree	?OnReplace@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXXZ	?OnReplace@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXXZ
00954ab0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeTutorialBattle@@UAE_NXZ
00954b50	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeTutorialBattleTeleport@@UAE_NXZ
00954cd0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeTutorialBattleUseShield@@UAE_NXZ
00954e30	disagree	IsRunnable	?IsRunnable@CAIStateGroup_MazeTutorialBattleRespondToLightning@@UAE_NXZ
00954f40	agree	?Update@CAIStateGroup_MazeTeleport@@UAEXXZ	?Update@CAIStateGroup_MazeTeleport@@UAEXXZ
009551a0	agree	?Update@CAIStateGroup_MazeRangedCombat@@UAEXXZ	?Update@CAIStateGroup_MazeRangedCombat@@UAEXXZ
009552c0	agree	?Update@CAIStateGroup_MazeShieldedChase@@UAEXXZ	?Update@CAIStateGroup_MazeShieldedChase@@UAEXXZ
00955620	disagree	Update	?Update@CAIStateGroup_MazeDefensiveMeleeCombat@@UAEXXZ
00955c90	agree	?Update@CAIStateGroup_MazeTutorialBattle@@UAEXXZ	?Update@CAIStateGroup_MazeTutorialBattle@@UAEXXZ
00956060	agree	?Update@CAIStateGroup_MazeTutorialBattleTeleport@@UAEXXZ	?Update@CAIStateGroup_MazeTutorialBattleTeleport@@UAEXXZ
00956380	agree	?Update@CAIStateGroup_MazeTutorialBattleRespondToLightning@@UAEXXZ	?Update@CAIStateGroup_MazeTutorialBattleRespondToLightning@@UAEXXZ
00956460	agree	?Update@CAIStateGroup_MazeTutorialBattleUseShield@@UAEXXZ	?Update@CAIStateGroup_MazeTutorialBattleUseShield@@UAEXXZ
00956720	agree	?IsToFaceTarget@CCreatureAction_ThrowShotObject@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_ThrowShotObject@@UBE_NXZ
00956730	agree	?GetIsToFaceTargetCone@CCreatureAction_ThrowShotObject@@UBEMXZ	?GetIsToFaceTargetCone@CCreatureAction_ThrowShotObject@@UBEMXZ
009567d0	agree	?IsToFaceTarget@CCombatAction_WillShieldInto@@UBE_NXZ	?IsToFaceTarget@CCombatAction_WillShieldInto@@UBE_NXZ
00956850	agree	?IsToFaceTarget@CCombatAction_WillEnflameInto@@UBE_NXZ	?IsToFaceTarget@CCombatAction_WillEnflameInto@@UBE_NXZ
00956960	agree	?Clone@CCreatureAction_ThrowShotObject@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_ThrowShotObject@@UBEPAVCCreatureActionBase@@XZ
