address	category	current	proposed
00965520	disagree	IsStillValid	?IsStillValid@CAIStateGroup_RecoverStealableItem@@UBE_NXZ
00965640	disagree	OnReplace	?OnReplace@CAIStateGroup_RecoverStealableItem@@UAEXXZ
009658b0	agree	?Update@CAIStateGroup_RecoverStealableItem@@UAEXXZ	?Update@CAIStateGroup_RecoverStealableItem@@UAEXXZ
00965fb0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_CarryCrateAndFollow@@UAE_NXZ
00966030	disagree	OnReplace	?OnReplace@CAIStateGroup_CarryCrateAndFollow@@UAEXXZ
009663a0	agree	?Update@CAIStateGroup_CarryCrateAndFollow@@UAEXXZ	?Update@CAIStateGroup_CarryCrateAndFollow@@UAEXXZ
00966930	disagree	InitStateGroup	?InitStateGroup@CAIStateGroup_TavernServer@@MAEXABVCWorld@@AAVCThingAICreature@@@Z
00966a90	disagree	InitCreaturePosition	?InitCreaturePosition@CAIStateGroup_TavernServer@@MAE_NXZ
009673b0	disagree	OnReplace	?OnReplace@CAIStateGroup_TavernServer@@MAEXXZ
00967650	disagree	IsRunnable	?IsRunnable@CAIStateGroup_TavernServer@@MAE_NXZ
00967d40	disagree	Update	?Update@CAIStateGroup_TavernServer@@MAEXXZ
009680d0	agree	?Clone@CCreatureAction_PickUpJug@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_PickUpJug@@UBEPAVCCreatureActionBase@@XZ
00968100	agree	?Clone@CCreatureAction_PutDownJug@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_PutDownJug@@UBEPAVCCreatureActionBase@@XZ
00968190	agree	?OnActivate@CAIStateGroup_TavernKeeper@@MAEXXZ	?OnActivate@CAIStateGroup_TavernKeeper@@MAEXXZ
009681a0	disagree	InitCreaturePosition	?InitCreaturePosition@CAIStateGroup_TavernKeeper@@MAE_NXZ
009681e0	disagree	IsStillValid	?IsStillValid@CAIStateGroup_TavernKeeper@@MBE_NXZ
009685c0	disagree	InitStateGroup	?InitStateGroup@CAIStateGroup_TavernKeeper@@MAEXABVCWorld@@AAVCThingAICreature@@@Z
00968bc0	disagree	OnReplace	?OnReplace@CAIStateGroup_TavernKeeper@@MAEXXZ
00968e00	disagree	IsRunnable	?IsRunnable@CAIStateGroup_TavernKeeper@@MAE_NXZ
00969470	disagree	Update	?Update@CAIStateGroup_TavernKeeper@@MAEXXZ
00969a80	agree	?OnActivate@CAIStateGroup_SleepOnFloor@@UAEXXZ	?OnActivate@CAIStateGroup_SleepOnFloor@@UAEXXZ
00969ae0	agree	?OnReplace@CAIStateGroup_SleepOnFloor@@UAEXXZ	?OnReplace@CAIStateGroup_SleepOnFloor@@UAEXXZ
00969cb0	agree	?Update@CAIStateGroup_SleepOnFloor@@UAEXXZ	?Update@CAIStateGroup_SleepOnFloor@@UAEXXZ
00969e70	disagree	IsRunnable	?IsRunnable@CAIStateGroup_SleepOnFloor@@UAE_NXZ
0096a250	agree	?Initialise@CAIStateGroup_WhisperRetreat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_WhisperRetreat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
0096a350	agree	?Cleanup@CAIStateGroup_WhisperRetreat@@UAEXXZ	?Cleanup@CAIStateGroup_WhisperRetreat@@UAEXXZ
0096a730	agree	?Cleanup@CAIStateGroup_WhisperPotionCombat@@UAEXXZ	?Cleanup@CAIStateGroup_WhisperPotionCombat@@UAEXXZ
0096a7a0	agree	?IsRunnableLeaf@CAIStateGroup_WhisperRetreat@@MAE_NXZ	?IsRunnableLeaf@CAIStateGroup_WhisperRetreat@@MAE_NXZ
0096a8b0	disagree	Initialise	?Initialise@CAIStateGroup_WhisperPotionCombat@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
0096aad0	agree	?IsRunnableLeaf@CAIStateGroup_WhisperPotionCombat@@MAE_NXZ	?IsRunnableLeaf@CAIStateGroup_WhisperPotionCombat@@MAE_NXZ
0096b100	agree	?Update@CAIStateGroup_WhisperPotionCombat@@UAEXXZ	?Update@CAIStateGroup_WhisperPotionCombat@@UAEXXZ
0096b600	agree	?Update@CAIStateGroup_WhisperRetreat@@UAEXXZ	?Update@CAIStateGroup_WhisperRetreat@@UAEXXZ
0096bf60	agree	?IsToFaceTarget@CCreatureAction_WhisperSommersaultForward@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_WhisperSommersaultForward@@UBE_NXZ
0096bf70	agree	?IsToEvadeAllHits@CCreatureAction_WhisperSommersaultForward@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_WhisperSommersaultForward@@UBE_NXZ
0096bfe0	agree	?IsToFaceTarget@CCreatureAction_WhisperSommersaultBackward@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_WhisperSommersaultBackward@@UBE_NXZ
0096bff0	agree	?IsToEvadeAllHits@CCreatureAction_WhisperSommersaultBackward@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_WhisperSommersaultBackward@@UBE_NXZ
0096c070	agree	?IsToFaceTargetAtStart@CCreatureAction_WhisperJumpIntoSky@@UBE_NXZ	?IsToFaceTargetAtStart@CCreatureAction_WhisperJumpIntoSky@@UBE_NXZ
0096c080	agree	?IsToEvadeAllHits@CCreatureAction_WhisperJumpIntoSky@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_WhisperJumpIntoSky@@UBE_NXZ
0096c100	agree	?Clone@CCreatureAction_WhisperSommersaultForward@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_WhisperSommersaultForward@@UBEPAVCCreatureActionBase@@XZ
0096c140	agree	?Clone@CCreatureAction_WhisperSommersaultBackward@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_WhisperSommersaultBackward@@UBEPAVCCreatureActionBase@@XZ
0096c180	agree	?Clone@CCreatureAction_WhisperJumpIntoSky@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_WhisperJumpIntoSky@@UBEPAVCCreatureActionBase@@XZ
0096c1b0	agree	?Initialise@CAIStateGroup_Thunder@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_Thunder@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
0096c1e0	agree	?Cleanup@CAIStateGroup_Thunder@@UAEXXZ	?Cleanup@CAIStateGroup_Thunder@@UAEXXZ
0096c2e0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_Thunder@@MAE_NXZ
0096c4f0	agree	?Update@CAIStateGroup_Thunder@@UAEXXZ	?Update@CAIStateGroup_Thunder@@UAEXXZ
0096c740	agree	?IsToEvadeAllHits@CCreatureAction_ThunderLightningStorm@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_ThunderLightningStorm@@UBE_NXZ
0096c780	agree	?Clone@CCreatureAction_ThunderLightningStorm@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_ThunderLightningStorm@@UBEPAVCCreatureActionBase@@XZ
0096c870	agree	?InitStateGroup@CAIStateGroup_EatAtTable@@MAEXABVCWorld@@AAVCThingAICreature@@@Z	?InitStateGroup@CAIStateGroup_EatAtTable@@MAEXABVCWorld@@AAVCThingAICreature@@@Z
0096cb20	agree	?GetBuilding@CAIStateGroup_EatAtHome@@MBEPAVCThingBuilding@@XZ	?GetBuilding@CAIStateGroup_EatAtHome@@MBEPAVCThingBuilding@@XZ
0096cd70	agree	?Update@CAIStateGroup_EatAtTable@@MAEXXZ	?Update@CAIStateGroup_EatAtTable@@MAEXXZ
0096cfc0	disagree	OnReplace	?OnReplace@CAIStateGroup_EatAtTable@@MAEXXZ
0096d190	agree	?IsStillValid@CAIStateGroup_EatAtTable@@MBE_NXZ	?IsStillValid@CAIStateGroup_EatAtTable@@MBE_NXZ
0096d200	agree	?IsTime@CAIStateGroup_EatAtHome@@MBE_NXZ	?IsTime@CAIStateGroup_EatAtHome@@MBE_NXZ
0096d260	agree	?GetBuilding@CAIStateGroup_EatAtTavern@@MBEPAVCThingBuilding@@XZ	?GetBuilding@CAIStateGroup_EatAtTavern@@MBEPAVCThingBuilding@@XZ
0096d380	agree	?IsTime@CAIStateGroup_EatAtTavern@@MBE_NXZ	?IsTime@CAIStateGroup_EatAtTavern@@MBE_NXZ
0096d450	disagree	IsRunnable	?IsRunnable@CAIStateGroup_EatAtTable@@MAE_NXZ
0096d4d0	agree	?Clone@CCreatureAction_StartEatingAtTable@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_StartEatingAtTable@@UBEPAVCCreatureActionBase@@XZ
0096d500	agree	?Clone@CCreatureAction_StopEatingAtTable@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_StopEatingAtTable@@UBEPAVCCreatureActionBase@@XZ
0096ddb0	agree	?OnReplace@CAIStateGroup_ScreamerPursueTarget@@UAEXXZ	?OnReplace@CAIStateGroup_ScreamerPursueTarget@@UAEXXZ
0096df50	disagree	Update	?Update@CAIStateGroup_ScreamerPursueTarget@@UAEXXZ
0096e540	agree	?IsRunnable@CAIStateGroup_SummonerSummon@@UAE_NXZ	?IsRunnable@CAIStateGroup_SummonerSummon@@UAE_NXZ
0096e610	agree	?Update@CAIStateGroup_SummonerSummon@@UAEXXZ	?Update@CAIStateGroup_SummonerSummon@@UAEXXZ
0096edb0	agree	?Cleanup@CAIStateGroup_MeleeCombatNearby@@MAEXXZ	?Cleanup@CAIStateGroup_MeleeCombatNearby@@MAEXXZ
0096ee90	disagree	Update	?Update@CAIStateGroup_MeleeCombatNearby@@MAEXXZ
0096f010	agree	?InitLeaf@CAIStateGroup_MinionBehaviourSad@@UAEXXZ	?InitLeaf@CAIStateGroup_MinionBehaviourSad@@UAEXXZ
0096f020	agree	?OnActivateLeaf@CAIStateGroup_MinionBehaviourSad@@UAEXXZ	?OnActivateLeaf@CAIStateGroup_MinionBehaviourSad@@UAEXXZ
0096f030	disagree	CleanupLeaf	?CleanupLeaf@CAIStateGroup_MinionBehaviourSad@@UAEXXZ
0096f050	agree	?Update@CAIStateGroup_MinionBehaviourSad@@UAEXXZ	?Update@CAIStateGroup_MinionBehaviourSad@@UAEXXZ
0096f240	disagree	IsRunnableLeaf	?IsRunnableLeaf@CAIStateGroup_MinionBehaviourSad@@UAE_NXZ
0096f490	agree	?InitLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ	?InitLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ
0096f4a0	agree	?IsRunnableLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAE_NXZ	?IsRunnableLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAE_NXZ
0096f4b0	agree	?OnActivate@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ	?OnActivate@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ
0096f510	agree	?CleanupLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ	?CleanupLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ
0096f570	agree	?UpdateLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ	?UpdateLeaf@CAIStateGroup_MinionBehaviourPodiumEmoteNeutral@@UAEXXZ
0096f6f0	agree	?InitStateGroup@CAIStateGroup_SummonerLightningAttack@@UAEXABVCWorld@@AAVCThingAICreature@@@Z	?InitStateGroup@CAIStateGroup_SummonerLightningAttack@@UAEXABVCWorld@@AAVCThingAICreature@@@Z
0096f730	agree	?InitStateGroup@CAIStateGroup_SummonerCharge@@UAEXABVCWorld@@AAVCThingAICreature@@@Z	?InitStateGroup@CAIStateGroup_SummonerCharge@@UAEXABVCWorld@@AAVCThingAICreature@@@Z
0096f770	disagree	IsRunnable	?IsRunnable@CAIStateGroup_SummonerLightningAttack@@UAE_NXZ
0096fa20	agree	?Cleanup@CAIStateGroup_SummonerLightningAttack@@UAEXXZ	?Cleanup@CAIStateGroup_SummonerLightningAttack@@UAEXXZ
0096fa90	agree	?IsRunnable@CAIStateGroup_SummonerCharge@@UAE_NXZ	?IsRunnable@CAIStateGroup_SummonerCharge@@UAE_NXZ
0096fc60	agree	?Cleanup@CAIStateGroup_SummonerCharge@@UAEXXZ	?Cleanup@CAIStateGroup_SummonerCharge@@UAEXXZ
0096fcd0	agree	?Update@CAIStateGroup_SummonerLightningAttack@@UAEXXZ	?Update@CAIStateGroup_SummonerLightningAttack@@UAEXXZ
0096ff10	agree	?Update@CAIStateGroup_SummonerCharge@@UAEXXZ	?Update@CAIStateGroup_SummonerCharge@@UAEXXZ
009705d0	agree	?Initialise@CAIStateGroup_CreatureUseCoverBase@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_CreatureUseCoverBase@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00970600	agree	?Init@CAIStateGroup_CreatureUseCoverBase@@MAEXXZ	?Init@CAIStateGroup_CreatureUseCoverBase@@MAEXXZ
00970610	disagree	OnActivate	?OnActivate@CAIStateGroup_CreatureUseCoverBase@@MAEXXZ
00970ab0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_CreatureUseCoverBase@@MAE_NXZ
00970c10	disagree	CleanupLeaf	?CleanupLeaf@CAIStateGroup_CreatureUseCoverBase@@MAEXXZ
00970df0	disagree	GetCoverThingList	?GetCoverThingList@CAIStateGroup_CreatureUseCoverBase@@MAEXAAV?$vector@PAVCThing@@V?$allocator@PAVCThing@@@std@@@std@@@Z
00970f30	disagree	IsRunnableLeaf	?IsRunnableLeaf@CAIStateGroup_CreatureUseCoverBase@@MAE_NXZ
00971840	agree	?Clone@CCreatureAction_DuckAndCover@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_DuckAndCover@@UBEPAVCCreatureActionBase@@XZ
009718e0	agree	?OnReplace@CAIStateGroup_JackOfBladesBase@@UAEXXZ	?OnReplace@CAIStateGroup_JackOfBladesBase@@UAEXXZ
00972040	agree	?Initialise@CAIStateGroup_JackOfBladesBase@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_JackOfBladesBase@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
009720c0	agree	?OnActivate@CAIStateGroup_JackOfBladesBase@@UAEXXZ	?OnActivate@CAIStateGroup_JackOfBladesBase@@UAEXXZ
00972110	disagree	Cleanup	?Cleanup@CAIStateGroup_JackOfBladesBase@@UAEXXZ
00972280	disagree	IsRunnable	?IsRunnable@CAIStateGroup_JackOfBladesStage1@@MAE_NXZ
009723d0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_JackOfBladesStage2@@MAE_NXZ
00972490	agree	?OnActivate@CAIStateGroup_JackOfBladesStage2@@UAEXXZ	?OnActivate@CAIStateGroup_JackOfBladesStage2@@UAEXXZ
00972590	disagree	Catch@0040ed07	?Cleanup@CAIStateGroup_JackOfBladesStage2@@UAEXXZ
009725b0	agree	?IsRunnable@CAIStateGroup_JackOfBladesStage3@@MAE_NXZ	?IsRunnable@CAIStateGroup_JackOfBladesStage3@@MAE_NXZ
00972670	disagree	OnActivate	?OnActivate@CAIStateGroup_JackOfBladesStage3@@UAEXXZ
00972830	disagree	SetupArena	?SetupArena@CAIStateGroup_JackOfBladesBase@@MAEXXZ
00972990	disagree	OnActivate	?OnActivate@CAIStateGroup_JackOfBladesStage1@@UAEXXZ
00972f30	disagree	SetupArena	?SetupArena@CAIStateGroup_JackOfBladesStage2@@MAEXXZ
00974aa0	agree	?Update@CAIStateGroup_JackOfBladesStage2@@UAEXXZ	?Update@CAIStateGroup_JackOfBladesStage2@@UAEXXZ
009756b0	agree	?Update@CAIStateGroup_JackOfBladesStage3@@UAEXXZ	?Update@CAIStateGroup_JackOfBladesStage3@@UAEXXZ
00975bb0	disagree	Update	?Update@CAIStateGroup_JackOfBladesStage1@@UAEXXZ
00976f00	agree	?IsToEvadeAllHits@CCreatureAction_JackFlash@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_JackFlash@@UBE_NXZ
00976f10	agree	?IsToFaceTarget@CCreatureAction_JackFlash@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_JackFlash@@UBE_NXZ
00976fa0	agree	?IsToFaceTarget@CCreatureAction_JackShotFloat@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_JackShotFloat@@UBE_NXZ
00977040	agree	?IsToFaceTarget@CCreatureAction_JackShotNear@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_JackShotNear@@UBE_NXZ
009770e0	agree	?IsToFaceTarget@CCreatureAction_JackShotFar@@UBE_NXZ	?IsToFaceTarget@CCreatureAction_JackShotFar@@UBE_NXZ
00977190	agree	?IsToEvadeAllHits@CCreatureAction_JackScream@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_JackScream@@UBE_NXZ
00977270	agree	?IsToEvadeAllHits@CCreatureAction_JackDeathInto@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_JackDeathInto@@UBE_NXZ
009772f0	agree	?IsToEvadeAllHits@CCreatureAction_JackFloatUp@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_JackFloatUp@@UBE_NXZ
00977300	agree	?HasFrameUpdate@CCreatureAction_JackFloatUp@@UBE_NXZ	?HasFrameUpdate@CCreatureAction_JackFloatUp@@UBE_NXZ
009773a0	agree	?IsToEvadeAllHits@CCreatureAction_JackFall@@UBE_NXZ	?IsToEvadeAllHits@CCreatureAction_JackFall@@UBE_NXZ
00977500	agree	?Clone@CCreatureAction_JackFlash@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackFlash@@UBEPAVCCreatureActionBase@@XZ
00977530	agree	?Clone@CCreatureAction_JackShotFloat@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackShotFloat@@UBEPAVCCreatureActionBase@@XZ
00977560	agree	?Clone@CCreatureAction_JackShotNear@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackShotNear@@UBEPAVCCreatureActionBase@@XZ
00977590	agree	?Clone@CCreatureAction_JackShotFar@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackShotFar@@UBEPAVCCreatureActionBase@@XZ
009775c0	agree	?Clone@CCreatureAction_JackScream@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackScream@@UBEPAVCCreatureActionBase@@XZ
00977630	agree	?Clone@CCreatureAction_JackDeathInto@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackDeathInto@@UBEPAVCCreatureActionBase@@XZ
00977660	agree	?Clone@CCreatureAction_JackFloatUp@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackFloatUp@@UBEPAVCCreatureActionBase@@XZ
009776e0	agree	?Clone@CCreatureAction_JackFall@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JackFall@@UBEPAVCCreatureActionBase@@XZ
00977730	agree	?Initialise@CAIStateGroup_Guildmaster@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z	?Initialise@CAIStateGroup_Guildmaster@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
00977760	agree	?OnReplace@CAIStateGroup_Guildmaster@@UAEXXZ	?OnReplace@CAIStateGroup_Guildmaster@@UAEXXZ
00977770	disagree	Cleanup	?Cleanup@CAIStateGroup_Guildmaster@@UAEXXZ
009777a0	disagree	IsRunnable	?IsRunnable@CAIStateGroup_Guildmaster@@MAE_NXZ
00977a30	agree	?OnDeactivate@CAIStateGroup_Guildmaster@@UAEXXZ	?OnDeactivate@CAIStateGroup_Guildmaster@@UAEXXZ
00977c40	disagree	OnActivate	?OnActivate@CAIStateGroup_Guildmaster@@UAEXXZ
00977e00	agree	?Update@CAIStateGroup_Guildmaster@@UAEXXZ	?Update@CAIStateGroup_Guildmaster@@UAEXXZ
00978650	agree	?Clone@CCombatAction_Guildmaster_HealFollowersInto@@EBEPAVCCreatureActionBase@@XZ	?Clone@CCombatAction_Guildmaster_HealFollowersInto@@EBEPAVCCreatureActionBase@@XZ
00978680	agree	?Clone@CCombatAction_Guildmaster_ShieldFollowersInto@@EBEPAVCCreatureActionBase@@XZ	?Clone@CCombatAction_Guildmaster_ShieldFollowersInto@@EBEPAVCCreatureActionBase@@XZ
009786b0	agree	?Clone@CCombatAction_Guildmaster_SpeedUpFollowersInto@@EBEPAVCCreatureActionBase@@XZ	?Clone@CCombatAction_Guildmaster_SpeedUpFollowersInto@@EBEPAVCCreatureActionBase@@XZ
00978e60	agree	?IsRunnableLeaf@CAIStateGroup_CreatureAdvanceInCover@@MAE_NXZ	?IsRunnableLeaf@CAIStateGroup_CreatureAdvanceInCover@@MAE_NXZ
00978fd0	disagree	GetCoverThingList	?GetCoverThingList@CAIStateGroup_CreatureAdvanceInCover@@UAEXAAV?$vector@PAVCThing@@V?$allocator@PAVCThing@@@std@@@std@@@Z
009790f0	agree	?Update@CAIStateGroup_CreatureAdvanceInCover@@UAEXXZ	?Update@CAIStateGroup_CreatureAdvanceInCover@@UAEXXZ
00979260	disagree	ProcessCoverThingList	?ProcessCoverThingList@CAIStateGroup_CreatureAdvanceInCover@@UAEXAAV?$vector@PAVCThing@@V?$allocator@PAVCThing@@@std@@@std@@@Z
00979900	agree	?InitStateGroup@CAIStateGroup_CreatureTakeCover@@UAEXABVCWorld@@AAVCThingAICreature@@@Z	?InitStateGroup@CAIStateGroup_CreatureTakeCover@@UAEXABVCWorld@@AAVCThingAICreature@@@Z
00979d80	disagree	IsRunnableLeaf	?IsRunnableLeaf@CAIStateGroup_CreatureTakeCover@@UAE_NXZ
0097a630	disagree	Update	?Update@CAIStateGroup_CreatureTakeCover@@UAEXXZ
0097aae0	disagree	ProcessCoverThingList	?ProcessCoverThingList@CAIStateGroup_CreatureTakeCover@@MAEXAAV?$vector@PAVCThing@@V?$allocator@PAVCThing@@@std@@@std@@@Z
0097b5f0	agree	?Clone@CCreatureAction_JumpOutFromCover@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCreatureAction_JumpOutFromCover@@UBEPAVCCreatureActionBase@@XZ
0097b6f0	agree	?OnReplace@CAIStateGroup_ScorpionKing@@UAEXXZ	?OnReplace@CAIStateGroup_ScorpionKing@@UAEXXZ
0097b780	agree	?Cleanup@CAIStateGroup_ScorpionKing@@UAEXXZ	?Cleanup@CAIStateGroup_ScorpionKing@@UAEXXZ
0097b900	disagree	IsRunnable	?IsRunnable@CAIStateGroup_ScorpionKing@@MAE_NXZ
0097bb30	disagree	Initialise	?Initialise@CAIStateGroup_ScorpionKing@@UAEXAAVCAIBrain@@AAVCThingAICreature@@JW4EScriptAIPriority@@ABVCCharString@@@Z
0097c5e0	agree	?Update@CAIStateGroup_ScorpionKing@@UAEXXZ	?Update@CAIStateGroup_ScorpionKing@@UAEXXZ
0097c7e0	agree	?IsBlockable@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ	?IsBlockable@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ
0097c7f0	agree	?IsKnockdownStrike@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ	?IsKnockdownStrike@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ
0097c800	agree	?IsToFaceMovementDirection@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ	?IsToFaceMovementDirection@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ
0097c810	agree	?IsStrikeAction@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ	?IsStrikeAction@CCreatureAction_ScorpionUnblockableLeftTurnAttack@@UBE_NXZ
0097c8b0	agree	?IsBlockable@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ	?IsBlockable@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ
0097c8c0	agree	?IsKnockdownStrike@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ	?IsKnockdownStrike@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ
0097c8d0	agree	?IsToFaceMovementDirection@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ	?IsToFaceMovementDirection@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ
0097c8e0	agree	?IsStrikeAction@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ	?IsStrikeAction@CCreatureAction_ScorpionUnblockableRightTurnAttack@@UBE_NXZ
