# class(module)	fnCount
CDarkwoodBalverineTrader	2
CAssassinMarker	2
CAssassin1	2
CAssassin3	2
CBH_GangGrunt	2
CM_UndeadSpawn	2
CGatewayUndead	2
CMK_GHC_HERO3	2
CEndGameJackOfBlades	2
CBattleMinion	2
CEndGameScythe	2
CEndGameThunder	2
CEndGameScarletRobe	2
CPermanentBarrier	2
CEndGameJackOfBladesBoss	2
CEndGameSister	2
CSwordVoid	2
CDF_Fireheart	2
CFH_BriarRose	2
CFH_MemorialCutsceneMarker	2
CFireHeartPatternDef	2
CSpeedFriend	2
CRaceMarker	2
CHeroBed	2
CCombatApprentice	2
CSkillApprentice	2
CWillApprentice	2
CWillDummy	2
CPreMeleeMaze	2
CPreMeleeDummy	2
CPreMeleeWhisper	2
CMeleeThunder	2
CFinalMaze	2
CWillWhisper	2
CHTE_AmbushPoint	2
CHTE_Executioner	2
CGUARD2	2
CHTE_Audience	2
CHTG_AmbushPoint	2
CHTG_AmbushPointCond	2
CHTG_AmbushPointRear	2
CHTG_AmbushPointBackup	2
CHTG_FreedomFighter	2
CHTG_Audience	2
CHTG_Boss	2
CEndScythe	2
CEndBriarRose	2
CArenaHeroGate	2
CHOHGuard	2
CSummoner1	2
CSummoner2	2
CBlockedEntrance	2
CHSA_ScreamingVillager	2
CHeroSoulsCreatureDef	2
CHeroSoulsWaveDef	2
CBRIAR_ROSE_IMPOSTER	2
CHSB_MagicBarrier	2
CMuteGuardOutsideWoods	2
CWaitingGuardInWoods	2
CHSG_DistanceChecker	2
CSoulInfoAcolyte	2
CGuardNearGraveyardPath	2
CUndeadSoldier	2
CExtraBooty	2
CHobbeSpawn	2
CHobbeRoaming	2
CHobbeLeader	2
CBanditCommentMarker	2
CJamesCommentMarker	2
CJamesCommentMarkerAdv	2
CBanditInRoomSample	2
CCheckTheSilverKeyChest	2
CInvisibleCage	2
CQ_HobbeToothHobbe	2
CDrinkingHobbe	2
CDrinkersReactMarker	2
CHobbeBarrel	2
CSpawnNewHobbe	2
CMagicBarrierGraveyard	2
CSecretPassageSarcophagos	2
CMinionSpawner	2
CCorneredGuard	2
CMinionTrollSummoner	2
CRockTroll	2
CMinionSpawnAdv	2
CM_Minion	2
CM_Guard	2
CM_NotThisWay	2
CGuardNotThisWay	2
CNOVI_CreatedBeetle	2
CM_RestartMarker	2
CGraveyardDemon	2
CCeremonialEffect	2
CSecretPassageMan	2
CStartGravekeeperCutsceneMarker	2
CUndeadSpawnCutscene	2
CSecretPassageKeeperFriend	2
CSecretPassageFirstGate	2
CSpeakingMarker	2
CFarmRearEntrance	2
CM_WhisperFarmRaidIntro	2
CMK_OFI_GWLL_WHIS2	2
CGuardMotherEscape	2
CInventoryChest	2
CTortureDoorPassage	2
CCellDoorHero	2
CCellDoor	2
CPrisonKeyDoor	2
CPrisonRaceWinningPostGuard	2
CPrisonRaceWarden	2
CPrisonRaceStartingGuard	2
CWaypointSpeedCheck	2
CExitWardensOffice	2
CRandomAttacker	2
CRansomRevenge	2
CSP_ScreamerTrigger	2
CSP_NymphTrigger	2
CSP_AmbushGuard	2
CSP_SecretPassageGuard	2
CSP_InvestigatingGuard	2
CSP_DeskGuard	2
CDoorToMothersTortureChamber	2
CSP_UndeadTrigger	2
CFireHeartHolder	2
CKrakenMinion	2
CTheKraken	2
CM_Experience	2
CTC_GuardSpawnPoint	2
CTC_BanditFighter	2
CTC_Villager	2
CIsAGuard	2
CTC_BanditGuard	2
CTC_BanditHostageKeeper	2
CBanditExtra	2
CFleshEatingBalverine	2
CInfectedBalverine	2
CTraderComment	2
CTE_BanditLeader	2
CBanditCronies	2
CRockTrollTrigger	2
CDW5_Balv	2
CUndeadRisingFirefly	2
CUndeadRisingBoss	2
CFleeingWoman	2
CGratefulVillagerSpawn	2
CWaspChaser	2
CWaspChaseWoman	2
CWaspAttacker	2
CQueenHornet	2
CWB_Villager	2
CWB_Guard1	2
CWB_Guard2	2
CChasingScreamer	2
CHKC_VillagerScreamer	2
CHKC_ScreamerPoint	2
CInitialScreamerPoint	2
CMeetSisterMessenger	2
CMeetSisterSister	2
CScytheMarker	2
CM_AC_DummyStatic	2
CM_AC_DummyMoving	2
CAssassinChest	2
CM_HeroDownstairs	2
CBordelloEntrance	2
CBCP_Bandit	2
CM_TollBandit	2
CM_TauntingBandit	2
CM_BanditLeader	2
CGuildSealWarning	2
CLookoutPointBeggar	2
CBeggarBully	2
CM_BodyGuardRespawn	2
CHenchmanComment	2
CHenchmanRegionEntranceComment	2
CHenchmanRegionExitComment	2
CKickedChicken	2
CCOE_Victim	2
CCOE_AltarEvil	2
CDF_ShineLight	2
CDF_ThunderHelmet	2
CDF_CombatMult	2
CDF_Dragon	2
CDF_SummonsCreatures	2
CDF_BeEvil	2
CDF_DoDamage	2
CDF_EatPies	2
CDF_GiveGift	2
CDF_DressAsBandit	2
CDF_MarryLadyGrey	2
CDF_SexMad	2
CDF_KeyHoarder	2
CEM_FlashLightPoint	2
CHH_CellarDoor	2
CM_FishermanWaspSpawn	2
CFishermanBulletinBoard	2
CFishCompCompetitor	2
CRingFighter	2
CGhostGrannyDaughterInLaw	2
CM_QuestControl	2
CM_UndeadHere	2
CM_HeroInsideHouse	2
CTrophiesIntroTable	2
CKGG_SurpriseBalverine	2
CLostTraderBanditSpawn	2
CHistoryBookcase	2
CMurderTwistBuriedGem	2
CVO_Woman	2
CM_RTFERockTrollTrigger	2
CRTFE_Sparrow	2
CSickChildsMother	2
CSickChild	2
CTalkingTrader2	2
CSickChildFishingSpot	2
CManWithDoorName	2
CStatueMasterCellarDoors	2
CStatueMasterChest	2
CSwordCrowd	2
CTB_BardSpawnPoint	2
CTOL_AltarGood	2
CTH_ThunderBoy	2
CTH_ThunderGirl	2
CTH_Thunder	2
CTH_Maze	2
CTH_Whisper	2
CTH_Trigger_Guild_Maze	2
CTH_Trigger_Guild_Rose	2
CTH_Trigger_Oakvale_Gossip	2
CTH_Trigger_Oakvale	2
CTH_Trigger_NorthernWastes	2
CTourGuideFollower	2
CSignpost	2
CStopDrawing	2
CTestNewNav1Script	2
CTestNewNav2Script	2
CTestNewNav3Script	2
CTestNewNav4Script	2
CTestNewNav5Script	2
CCrate1	2
CCrate2	2
CCrateDeathMarker	2
CWhispie	2
CBanditWalker	2
CLookAtMe1	2
CTrappedMan	2
CCinemaMan	2
CKillMan	2
CSwordChest	2
CArcherMan	2
CTriggerCrate	2
CStealthGuard	2
CScrumpyCrate	2
CDoor	2
CBeggar	2
CUndeadDude	2
COpinionMan	2
CWalker	2
CChatter1	2
CChatter2	2
CLeader	2
CFollower	2
CGhostDude	2
CUndeadFellow	2
CTestPerson	2
CProximityPodium	2
CHitSwitch	2
CGuildSealTrigger	2
CTestMan	2
CGift	2
CShopKeeper	2
CFader	2
CBalvMarker	2
CGamesmasterOracleMarker	2
CAT_Phase3Guard	2
CAT_BanditContactEnd	2
CArenaRoundDef	2
CHeroSoulsRoundDef	2
CFeatDef	2
CCutsceneDef	2
CEntityScriptBase	2
NThingManager	2
NStreamingFontBankGlobals	2
CConsoleClasslessCommand	1
CEnginePrimitiveHandle	1
CAnimFilterNoGroup	1
CControllerDisconnect	1
CCombatAbilityBlockCounterAttackDef	1
CCombatAbilityFlourishCounterAttackDef	1
CCombatAbilityGetHitCounterAttackDef	1
CTCNoiseDef	1
CCombatAbilityAttackBase	1
COpinionTransientOffset	1
COpinionDeedReactionDef	1
CLensFlareElementDef	1
CEnvironmentThemeDef	1
CEngineLocalDetailObjectDef	1
CAppearanceModifierScalingDef	1
CAbilityTrackLevelDef	1
CSpecialAbilitiesDivineWrathDef	1
CCombatAbilityBlockDefBase	1
CCombatAbilityBlockUnarmedAttackDef	1
CCombatAbilityBlockHeavyWeaponAttackDef	1
CCombatAbilityBlockProjectileWeaponAttackDef	1
CAbilityButtonGuiDef	1
CQuickAccessItemButtonGuiDef	1
CEngineLocalDetailLayerDef	1
CAbilityTrackDef	1
NGraphicAppearance	1
CGuiVarTransferStruct	1
COldFileFormatMapHeader8	1
CFileFormatMapHeader	1
CCombatAbilityProjectileAttackData	1
CPrizeScoreDef	1
CMultiStaticMeshEntryDef	1
CCardPositionsDef	1
CCreatureAction_CreateEffectSequence	1
CCreatureAction_TownCrierAllsWell	1
CCreatureAction_CircleAroundThing	1
CCreatureAction_KillSelf	1
CCreatureAction_KillCreature	1
CCreatureAction_DropGift	1
CCreatureAction_WearClothingSuit	1
CCreatureAction_SearchContainer	1
CCreatureAction_WearGameObject	1
CCreatureAction_Undress	1
CCreatureAction_Pickpocket	1
CCreatureAction_DropPlateOnBench	1
CCreatureAction_PickUpPlateFromBench	1
CCreatureAction_TurnCandleOnOrOff	1
CCreatureAction_CallChildrenHome	1
CCreatureAction_Gossip	1
CCreatureAction_BuyThingFromShop	1
CCreatureAction_StealThingFromShop	1
CCreatureAction_PutItemIntoPocket	1
CEventTalkedToAnyone	1
CAnimFilterOfGroup	1
CCreatureAction_BlowHorn	1
CCreatureAction_PlayAnimationFromIndex	1
CCreatureAction_PlayConversationAnimation	1
CCreatureAction_FillBucket	1
CCreatureAction_Hammer	1
CACompressor	1
CAnimFilterAnyGroup	1
CReactionFrequencyTraits	1
COpinionSet	1
CTCAppearanceMorphBase	1
CEventMoralityChanged	1
CAttackHistoryCombo	1
NHeroExperience	1
CHeroPostcardGenerator	1
CActivity	1
CScriptModuleTavernGame	1
CCreatureAction_HeroRangedWeaponUseDummy	1
NThingMap	1
CIDrawMap	1
CDrawSpiritScores	1
CDrawLetterBoxBlackBars	1
CQuestInfoElement	1
CDrawScriptScreenText	1
CDrawScreenFade	1
CDrawBettingHUD	1
CDrawExperience	1
CDrawFishingGame	1
CDrawSpiritTargetingCursor	1
CDrawWorldTime	1
CDrawProjectileTargetingCentre	1
CDrawSpiritsHealth	1
CDrawReceivedItems	1
CQuestInfoElementTimer	1
CQuestInfoElementCounter	1
CQuestInfoElementCounterList	1
CQuestInfoElementTick	1
CInputProcessConsole	1
CInputProcessControlCreatureActivateZTarget	1
CInputProcessControlCreatureActivateZTargetOnPress	1
CInputProcessDead	1
CInputProcessStrafe	1
CInputProcessHeroInformationScreens	1
CInputProcessClickPastText	1
CInputProcessBButtonExitMode	1
CInputProcessToggleViewHeroMode	1
CInputProcessYesNoQuestion	1
CInputProcessFirstPerson	1
CInputProcessFreezeControls	1
CInputProcessCycleSpecialCameraModes	1
CInputProcessFirstPersonLookAround	1
CInputProcessCameraLookAround	1
CInputProcessUseEnvironment	1
CInputProcessSetRangedWeaponThirdPersonMode	1
NInputProcess	1
CInputProcessSetRangedWeaponMode	1
CInputProcessProjectileTargetingAnalogueZoom	1
CInputProcessRebootGame	1
CInputProcessFirstPersonTargeting	1
CInputProcessFishing	1
CInputProcessDigging	1
CInputProcessQuestCompletionUI	1
CInputProcessOracleMinigame	1
CInputProcessFireheartMinigame	1
CView3DThirdPerson	1
CEditNavigatorManagerExternalInterface	1
CEventKicked	1
CCreatureAction_SheatheTrophy	1
CCreatureAction_ScreamerBackOff	1
CActionPlayerConversation	1
CCreatureAction_AimMissileWeapon	1
NTCPhysicsControlledHelpers	1
CExpressionState	1
CAnimEntryLite	1
CAnimFilterOf3Groups	1
CAnimFilterOf2Groups	1
CModeStandFront	1
CModeStandLeft	1
CModeStandRight	1
CEventHitThing	1
CEventCreatureCharging	1
CModeNull	1
CModeBasic	1
CModeStandHappy	1
CModeScripted	1
CModeScared	1
CModeOutraged	1
CModeAttracted	1
CModeCreeping	1
CModeCheering	1
CModeHeckling	1
CModeBully	1
CModeCook	1
CModeVulnerable	1
CModeCarryingGoodsStand	1
CModeSitChair	1
CModeSitFloor	1
CModeSitBench	1
CModeAssassinRush	1
CModeDrinkingFromTankard	1
CModeEatingAtTable	1
CModeHoldJug	1
NStealth	1
CTCCameraPointShapeActivationBase	1
CClosedShapeBase	1
CTCDriverBase	1
CEventShotStruck	1
CShoveHaPennyRegionDef	1
CCombatAction_GenericStrikeResponseKnockdownRecover	1
NRumble	1
CVectorCompare_BestForTargeting	1
CThingCompare_BestForTargeting2	1
NPlayerTargeting	1
CEventBase	1
CEventVillageMobAwesomeHero	1
CEventVillageMobLynchedHero	1
CEventVillageHeroBeingWelcomedBy	1
CEventHeroHasBeenSpokenToByVillagers	1
CEventHeroHasBeenSpottedPickingLock	1
CEventExpressionPerformedTo	1
CEventKnockedOut	1
CThingFilter_IsEvadeExplosion	1
NExplosiveTrailHelpers	1
NThingHelpers	1
CModeDragonFlyingBase	1
CGetBestIciclePointForTarget	1
CCreatureAction_TrollVulnerableInto	1
CCreatureAction_TrollVulnerableOutOf	1
CScriptModuleSelfTerminateBase	1
CScriptModuleGoToLookInDirection	1
CScriptModuleDolly	1
CScriptModuleDollyThing	1
CScriptModuleCameraOnAStick	1
CScriptModuleFocusOnThingBase	1
CScriptModuleConversationAllInView	1
CScriptModuleConversationOverShoulderOfSpokenTo	1
CScriptModuleThingLookAtFace	1
CScriptModuleThingLookAtUpperBody	1
CScriptModuleFOVZoomStayRelative	1
CScriptModuleGoToLookAt	1
CHeroAbilityStatWeight	1
CStrikeEvent	1
CCombatAction_GenericStrikeResponse	1
CEventKillLocked	1
CBaseInit	1
CMoveOnCylinderInit	1
CPhysicsState	1
CBrainOutput	1
CEventVillagerInteraction	1
CHeightMapCell	1
CStringAndCageInit	1
CSACCombatInit	1
CZTargetNewInit	1
CFirstPersonInit	1
CLookAtFrontInit	1
CPCMouseLookInit	1
CDead	1
CEditInputProcessConsole	1
CEditInputProcessScriptBrushes	1
CBezierCurve	1
CEditInputProcessManager	1
CFileFormatThingBrushInfo	1
CMapResizeDialog	1
CScreenFilterParams	1
CScreenFilterEntry	1
CEnvironmentLookupTexture	1
CEnvironmentThemeResourcePallette	1
CCreatureAction_PlayCombatAnimationWithLooking	1
CCreatureAction_BuildWillForceSpell	1
CCreatureAction_BuildUpWillEnflameSpell	1
CCreatureAction_BuildUpPhysicalShieldSpell	1
CCreatureAction_BuildWillTurncoatSpell	1
CCreatureAction_BuildDrainLifeSpell	1
CCreatureAction_BuildHealLifeSpell	1
CCreatureAction_BuildGhostSwordSpell	1
CCreatureAction_BuildUpWillSummonSpell	1
CCreatureAction_CastWillFireballSpell	1
CCreatureAction_BuildFireballSpell	1
CCreatureAction_BeingForcePushed	1
CCreatureAction_BuildUpDivineWrathSpell	1
CCreatureAction_ReleaseDivineWrathSpell	1
CCreatureAction_ReleaseAndLoopDivineWrathSpell	1
CCreatureAction_BuildUpUnholyPowerSpell	1
CCreatureAction_ReleaseUnholyPowerSpell	1
CCreatureAction_ReleaseAndLoopUnholyPowerSpell	1
CEventFiredShot	1
CCreatureAction_ScorpionChargeStrike	1
CCreatureAction_NymphTeleportLimboBase	1
CCreatureAction_NymphShot	1
CCreatureAction_NymphIdleAfterShot	1
CTCAnimationBase	1
CCreatureAction_BuildUpTimeSpell	1
CCreatureAction_BuildUpBattleCharge	1
CCreatureAction_BattleChargeTurnLeft	1
CCreatureAction_BattleChargeTurnRight	1
CRadialArea	1
CHoverState	1
CCreatureAction_DragonHoverIdle	1
CCreatureAction_DragonFireBlastRight	1
CCreatureAction_DragonStrafeLoop	1
CCreatureAction_DragonFireBlastBase	1
CCreatureAction_DragonBurninateOutOf	1
CCreatureAction_DragonStrafeInto	1
CCreatureAction_DragonFlyInto	1
CCreatureAction_DragonRetreat	1
CKnockedThingUnconscious	1
CKilledThing	1
CHitThing	1
CPhysicsCoordRigid	1
CPhysicsCoordCartesian	1
NCombatSequenceOnStartModules	1
CCreatureAction_BanditKingAdvance	1
CCreatureAction_TrollIdle	1
CCreatureAction_TrollGetProjectile	1
CCreatureAction_WalkOutOf	1
CCreatureAction_WalkInto	1
CCreatureAction_Curiosity	1
CCreatureAction_RemoveFoodFromTable	1
CCreatureAction_AddFoodToTable	1
CCreatureAction_KrakenRoarOutOf	1
CCreatureAction_PlayHopscotch	1
CModeSitChairSleeping	1
CCreatureAction_PickUpTankard	1
CCreatureAction_PutDownTankard	1
CCreatureAction_QueenHornetShootBabies	1
CCreatureAction_WhisperJumpIntoSky	1
CCreatureAction_StartEatingAtTable	1
CCreatureAction_StopEatingAtTable	1
CCreatureAction_JackShotFloat	1
CCreatureAction_JackShotNear	1
CCreatureAction_JackShotFar	1
CIsRunnableModuleHeroHasInvadedMyPersonalSpace	1
CIsRunnableModuleCarryingProjectileWeapon	1
CIsRunnableModuleOnEverySightOfTheHero	1
CIsRunnableModuleOnFirstSightOfTheHero	1
CIsRunnableModuleHasDirectAwarenessOfHero	1
CIsRunnableModuleHasAwarenessOfHero	1
CIsRunnableModuleIsMemberOfVillage	1
CShaderBase	1
CVertexShader	1
CPixelShader	1
CMovableResource	1
CManagerLocalLight	1
CManagerShadowedSpotLight	1
CLocalLightElementLink	1
CLayer	1
CEngineInternalAttachedPrimitiveInfo	1
CStaticMapBankFile	1
CShadowClipVolume	1
CEngineWeatherSettings	1
CEngineStateBlockSolid	1
CEngineStateBlockSolid2X	1
CEngineStateBlockAlpha	1
CEngineStateBlockAlpha2X	1
CEngineStateBlockAdditiveAlpha	1
CEngineStateBlockAddSmoothAlpha	1
CEngineStateBlockAlpha2XTFactor	1
CEngineStateBlockDiffuseOnly	1
CEngineStateBlockDiffuse2X	1
CEngineStateBlockDiffuseEnv2X	1
CEngineProfiler	1
CDebugObjectTracker	1
CEnginePrimitiveTypeInfo	1
CDefaultEngineMemoryInit	1
CLandscapeBackgroundLoadTask	1
CEngineSceneEnumeratorResetVisibilityRatio	1
CEngineInternalPrimitiveStaticMeshFromFile	1
CEngineScenePreloadStatEnumerator	1
CEngineScenePrimitiveStatsEnumerator	1
CEngineParticleSimulationRenderData	1
CEngineInternalPrimitiveWeatherMask	1
CEngineInternalPrimitiveGameMesh	1
CEngineInternalPrimitiveText	1
CEngineInternalPrimitive2DText	1
CEngineInternalPrimitiveWeaponTrail	1
CEngineInternalPrimitiveFlareSprite	1
CEngineInternalPrimitiveAnimatedMeshFromFile	1
CEngineVSConstantLayoutParticles	1
CEngineVSConstantLayoutRepeatedMesh	1
CEngineVSConstantLayoutLightsBones	1
CEngineVSConstantLayoutLights	1
CEngineVSConstantLayoutBasic	1
CLocalDetailGeneratorTheme	1
CEngineInternalPrimitive2DParticleGroup	1
CEngineVertexBufferPool	1
CEngineIndexBufferPool	1
CParticle	1
CPreTransposedBoneMatrix	1
CSystemManagerInit	1
CCharStringData	1
CWideStringData	1
CBankFileEntryDependencies	1
CStateBlockFunctionSold	1
CStateBlockFunctionAlphaAdditive	1
CStateBlockFunctionAlphaMultiply	1
CStateBlockFunctionAlphaBoolean	1
CStateBlockFunctionAlphaText	1
CVertexShaderConstantLayoutEmpty	1
CVersion	1
CGameEventDataPackage	1
CInputEventPackage	1
CAnimationStateBlock	1
CWADBank	1
CGuiControlStaticText	1
CCardinalSpline	1
CFractal	1
CRidgedMultifractal	1
CHybridMultifractal	1
CHeteroTerrainFractal	1
CTriangleList	1
CVertexShaderInputStatic	1
CVertexShaderInputAnimated	1
CShaderDirectionalLight	1
CShaderPointLight	1
CXboxInfoTools	1
CVertexInfo	1
CFrameDifference	1
CChunkedFileLoader	1
CChunkedFileSaver	1
CSBGoal	1
CSBAgents	1
CSBCAgents	1
CSBIAgents	1
CGlyph	1
CGroup	1
CUniqueVertex	1
CEmptyData	1
CDanyalTestScriptsData	1
CIsThingConscious	1
CIsThingAlive	1
CTeleportPoint	1
CInvisibleBarrier	1
CTimer	1
CScriptGameResourceObjectMovieBase	1
CEndGameFocalSite	1
CGUARD1	1
CMinionAttackingGuard	1
CSecretPassageGate	1
CUndeadLieutenant	1
CDoNotTarget	1
CTest	1
CM_ActivateLighthouse	1
CBCMTrader	1
CDW5_Bandit	1
CWB_ScaredVillager	1
CWBWW_WhiteBalverine	1
CWBWW_SoldierBalverine	1
CHKC_Maze	1
CAC_HighScorePost	1
CIsVariableFalse	1
CPAAWB_Villager	1
CPAAWB_Guard	1
CCounter	1
NFire	1
